source_file,source_sheet,source_row,report_period_start,report_period_end,business_date,arrivals,departures,stayovers,projected_walk_ins,projected_cxl_no_show_rate,rooms_sold,total_comp_rooms,out_of_order_rooms,occupancy_rate_reported,room_revenue_net,adr_reported,revpar_reported,transient_rooms,group_rooms_picked_up,group_rooms_not_picked_up,group_room_revenue_net,group_adr_reported,group_non_gtd_arrivals,group_gtd_arrivals,group_comp_rooms,total_group_guests_in_house
ReservationForecast 2024.xls,ReservationForecast,266,2024-01-01,2024-12-31,2024-09-13,52,31,8,0,0.0,59,1,0,0.98,11871.46,201.2111,197.8576,20,40,0,7948.0,198.7,0,34,0,84
ReservationForecast 2024.xls,ReservationForecast,267,2024-01-01,2024-12-31,2024-09-14,30,30,30,0,0.0,60,0,0,1.0,11395.92,189.932,189.932,20,40,0,7468.85,186.7212,0,17,0,86
ReservationForecast 2024.xls,ReservationForecast,268,2024-01-01,2024-12-31,2024-09-15,25,56,4,0,0.0,29,0,11,0.59,3055.51,105.3624,62.3573,26,3,0,237.0,79.0,0,0,0,6
ReservationForecast 2024.xls,ReservationForecast,269,2024-01-01,2024-12-31,2024-09-16,35,23,6,0,0.0,40,1,11,0.82,4692.01,117.3002,95.7553,41,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,270,2024-01-01,2024-12-31,2024-09-17,21,11,30,0,0.0,49,2,1,0.83,6106.33,124.6189,103.4971,51,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,271,2024-01-01,2024-12-31,2024-09-18,25,24,27,0,0.0,50,2,4,0.89,6708.29,134.1658,119.7908,50,2,0,445.0,222.5,0,2,0,4
ReservationForecast 2024.xls,ReservationForecast,272,2024-01-01,2024-12-31,2024-09-19,32,28,24,0,0.0,54,2,0,0.9,8954.96,165.8325,149.2493,31,25,0,5054.87,202.1948,0,23,0,49
ReservationForecast 2024.xls,ReservationForecast,273,2024-01-01,2024-12-31,2024-09-20,35,31,25,0,0.0,59,1,0,0.98,11951.03,202.5598,199.1838,2,58,0,11753.07,202.6391,0,34,0,114
ReservationForecast 2024.xls,ReservationForecast,274,2024-01-01,2024-12-31,2024-09-21,26,26,34,0,0.0,59,1,0,0.98,12333.84,209.0481,205.564,15,45,0,9244.25,205.4277,0,12,0,87
ReservationForecast 2024.xls,ReservationForecast,275,2024-01-01,2024-12-31,2024-09-22,35,58,2,0,0.0,36,1,7,0.68,4553.18,126.4772,85.909,36,1,0,250.2,250.2,0,0,0,2
ReservationForecast 2024.xls,ReservationForecast,276,2024-01-01,2024-12-31,2024-09-23,37,31,6,0,0.0,42,1,0,0.7,4782.01,113.8573,79.7001,43,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,277,2024-01-01,2024-12-31,2024-09-24,32,18,25,0,0.0,55,2,1,0.93,7109.92,129.2712,120.5071,57,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,278,2024-01-01,2024-12-31,2024-09-25,29,28,29,0,0.0,56,2,0,0.93,7203.09,128.6266,120.0515,58,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,279,2024-01-01,2024-12-31,2024-09-26,41,41,17,0,0.0,56,2,1,0.95,8791.28,156.9871,149.0047,40,18,0,3695.7,205.3166,0,18,0,32
ReservationForecast 2024.xls,ReservationForecast,280,2024-01-01,2024-12-31,2024-09-27,37,35,23,0,0.0,59,1,0,0.98,11898.94,201.6769,198.3156,16,44,0,8836.5,200.8295,0,26,0,87
ReservationForecast 2024.xls,ReservationForecast,281,2024-01-01,2024-12-31,2024-09-28,26,28,32,0,0.0,57,1,0,0.95,11468.06,201.194,191.1343,19,39,0,7828.5,200.7307,0,14,0,79
ReservationForecast 2024.xls,ReservationForecast,282,2024-01-01,2024-12-31,2024-09-29,37,58,1,0,0.0,38,0,16,0.86,4171.41,109.7739,94.8047,37,1,0,153.99,153.99,0,1,0,1
ReservationForecast 2024.xls,ReservationForecast,283,2024-01-01,2024-12-31,2024-09-30,19,26,11,0,0.0,30,0,11,0.61,3537.47,117.9156,72.1932,30,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,284,2024-01-01,2024-12-31,2024-10-01,9,25,5,0,0.0,14,0,12,0.29,2245.59,160.3992,46.7831,14,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,285,2024-01-01,2024-12-31,2024-10-02,8,11,3,0,0.0,11,0,7,0.21,1744.7,158.609,32.9188,10,1,0,187.5,187.5,0,1,0,2
ReservationForecast 2024.xls,ReservationForecast,286,2024-01-01,2024-12-31,2024-10-03,36,8,3,0,0.0,39,0,1,0.66,7751.57,198.7582,131.3825,23,16,0,3290.6,205.6625,0,15,0,31
ReservationForecast 2024.xls,ReservationForecast,287,2024-01-01,2024-12-31,2024-10-04,36,15,24,0,0.0,60,0,0,1.0,12618.9,210.315,210.315,24,36,0,7352.0,204.2222,0,20,0,66
ReservationForecast 2024.xls,ReservationForecast,288,2024-01-01,2024-12-31,2024-10-05,39,41,19,0,0.0,58,0,0,0.97,11494.02,198.1727,191.567,27,31,0,6053.65,195.279,0,18,0,63
ReservationForecast 2024.xls,ReservationForecast,289,2024-01-01,2024-12-31,2024-10-06,22,56,3,0,0.0,25,0,17,0.58,3351.75,134.07,77.9476,24,1,0,156.75,156.75,0,1,0,2
ReservationForecast 2024.xls,ReservationForecast,290,2024-01-01,2024-12-31,2024-10-07,15,18,7,0,0.0,22,0,11,0.45,2684.02,122.0009,54.7759,22,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,291,2024-01-01,2024-12-31,2024-10-08,24,15,6,0,0.0,30,0,11,0.61,2979.76,99.3253,60.8114,30,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,292,2024-01-01,2024-12-31,2024-10-09,33,25,5,0,0.0,38,0,7,0.72,5538.3,145.7447,104.4962,29,9,0,2054.6,228.2888,0,9,0,21
ReservationForecast 2024.xls,ReservationForecast,293,2024-01-01,2024-12-31,2024-10-10,45,24,14,0,0.0,59,0,1,1.0,11855.45,200.9398,200.9398,14,45,0,9496.9,211.0422,0,36,0,92
ReservationForecast 2024.xls,ReservationForecast,294,2024-01-01,2024-12-31,2024-10-11,23,22,37,0,0.0,60,0,0,1.0,12117.88,201.9646,201.9646,17,43,0,8599.5,199.9883,0,7,0,87
ReservationForecast 2024.xls,ReservationForecast,295,2024-01-01,2024-12-31,2024-10-12,46,46,14,0,0.0,60,0,0,1.0,12174.88,202.9146,202.9146,11,49,0,9874.45,201.5193,0,39,0,97
ReservationForecast 2024.xls,ReservationForecast,296,2024-01-01,2024-12-31,2024-10-13,25,25,35,0,0.0,60,0,0,1.0,11818.93,196.9821,196.9821,17,43,0,8756.4,203.6372,0,9,0,80
ReservationForecast 2024.xls,ReservationForecast,297,2024-01-01,2024-12-31,2024-10-14,15,57,3,0,0.0,18,0,19,0.44,2326.82,129.2677,56.7517,17,1,0,208.5,208.5,0,0,0,2
ReservationForecast 2024.xls,ReservationForecast,298,2024-01-01,2024-12-31,2024-10-15,19,13,6,0,0.0,24,1,6,0.44,3648.34,152.0141,67.5618,25,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,299,2024-01-01,2024-12-31,2024-10-16,28,18,6,0,0.0,34,0,9,0.67,4642.15,136.5338,91.0225,34,0,0,-224.4,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,300,2024-01-01,2024-12-31,2024-10-17,39,22,12,0,0.0,51,0,8,0.98,7534.02,147.7258,144.885,41,10,0,2038.0,203.8,0,10,0,27
ReservationForecast 2024.xls,ReservationForecast,301,2024-01-01,2024-12-31,2024-10-18,49,40,11,0,0.0,60,0,0,1.0,11758.19,195.9698,195.9698,12,48,0,9835.35,204.9031,0,38,0,96
ReservationForecast 2024.xls,ReservationForecast,302,2024-01-01,2024-12-31,2024-10-19,32,32,28,0,0.0,60,0,0,1.0,12230.11,203.8351,203.8351,19,41,0,8187.6,199.6975,0,16,0,71
ReservationForecast 2024.xls,ReservationForecast,303,2024-01-01,2024-12-31,2024-10-20,40,56,4,0,0.0,44,0,14,0.96,5925.89,134.6793,128.8236,38,6,0,1285.1,214.1833,0,5,0,13
ReservationForecast 2024.xls,ReservationForecast,304,2024-01-01,2024-12-31,2024-10-21,19,32,12,0,0.0,31,0,18,0.74,2968.92,95.7716,70.6885,31,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,305,2024-01-01,2024-12-31,2024-10-22,26,20,11,0,0.0,37,0,3,0.65,3951.03,106.7845,69.3163,37,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,306,2024-01-01,2024-12-31,2024-10-23,34,20,17,0,0.0,51,0,2,0.88,7997.13,156.8064,137.8815,30,21,0,4368.13,208.0061,0,21,0,41
ReservationForecast 2024.xls,ReservationForecast,307,2024-01-01,2024-12-31,2024-10-24,32,24,27,0,0.0,58,1,0,0.97,10813.9,186.4465,180.2316,23,36,0,7526.93,209.0813,0,15,0,72
ReservationForecast 2024.xls,ReservationForecast,308,2024-01-01,2024-12-31,2024-10-25,50,50,9,0,0.0,59,0,0,0.98,13641.07,231.2045,227.3511,14,45,0,9208.15,204.6255,0,37,0,88
ReservationForecast 2024.xls,ReservationForecast,309,2024-01-01,2024-12-31,2024-10-26,29,29,30,0,0.0,59,0,0,0.98,11932.72,202.2494,198.8786,7,52,0,10504.8,202.0153,0,23,0,99
ReservationForecast 2024.xls,ReservationForecast,310,2024-01-01,2024-12-31,2024-10-27,35,35,24,0,0.0,59,0,0,0.98,11301.39,191.5489,188.3565,30,29,0,6031.25,207.9741,0,6,0,61
ReservationForecast 2024.xls,ReservationForecast,311,2024-01-01,2024-12-31,2024-10-28,17,55,4,0,0.0,21,0,10,0.42,2893.77,137.7985,57.8754,21,0,0,-239.5,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,312,2024-01-01,2024-12-31,2024-10-29,19,17,4,0,0.0,23,0,8,0.44,2589.29,112.5778,49.794,23,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,313,2024-01-01,2024-12-31,2024-10-30,20,17,6,0,0.0,26,0,13,0.55,3136.91,120.6503,66.7427,26,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,314,2024-01-01,2024-12-31,2024-10-31,33,19,7,0,0.0,40,0,9,0.78,7287.13,182.1782,142.8849,23,17,0,3806.1,223.8882,0,17,0,36
ReservationForecast 2024.xls,ReservationForecast,315,2024-01-01,2024-12-31,2024-11-01,38,18,22,0,0.0,60,0,0,1.0,13093.52,218.2253,218.2253,17,43,0,9447.45,219.7081,0,26,0,94
ReservationForecast 2024.xls,ReservationForecast,316,2024-01-01,2024-12-31,2024-11-02,25,25,35,0,0.0,60,0,0,1.0,12907.74,215.129,215.129,18,42,0,9009.2,214.5047,0,14,0,90
ReservationForecast 2024.xls,ReservationForecast,317,2024-01-01,2024-12-31,2024-11-03,24,58,2,0,0.0,26,0,28,0.81,3760.18,144.6223,117.5056,24,2,0,441.3,220.65,0,0,0,3
ReservationForecast 2024.xls,ReservationForecast,318,2024-01-01,2024-12-31,2024-11-04,14,21,5,0,0.0,16,3,27,0.48,1750.85,109.4281,53.056,19,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,319,2024-01-01,2024-12-31,2024-11-05,10,11,9,0,0.0,16,3,6,0.3,1537.83,96.1143,28.4783,19,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,320,2024-01-01,2024-12-31,2024-11-06,24,11,7,0,0.0,29,2,10,0.58,3407.13,117.4872,68.1426,31,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,321,2024-01-01,2024-12-31,2024-11-07,34,17,15,0,0.0,47,2,4,0.84,6853.11,145.8108,122.3769,46,3,0,673.8,224.6,0,3,0,5
ReservationForecast 2024.xls,ReservationForecast,322,2024-01-01,2024-12-31,2024-11-08,46,35,13,0,0.0,59,0,0,0.98,11395.06,193.1366,189.9176,50,9,0,1974.5,219.3888,0,6,0,17
ReservationForecast 2024.xls,ReservationForecast,323,2024-01-01,2024-12-31,2024-11-09,38,37,22,0,0.0,60,0,0,1.0,12303.42,205.057,205.057,28,32,0,6580.15,205.6296,0,23,0,65
ReservationForecast 2024.xls,ReservationForecast,324,2024-01-01,2024-12-31,2024-11-10,27,27,33,0,0.0,60,0,0,1.0,11106.39,185.1065,185.1065,27,33,0,6618.75,200.5681,0,6,0,69
ReservationForecast 2024.xls,ReservationForecast,325,2024-01-01,2024-12-31,2024-11-11,37,59,1,0,0.0,38,0,20,0.95,4312.75,113.4934,107.8187,29,9,0,995.4,110.6,0,9,0,9
ReservationForecast 2024.xls,ReservationForecast,326,2024-01-01,2024-12-31,2024-11-12,24,8,30,0,0.0,54,0,5,0.98,6488.0,120.1481,117.9636,33,21,0,2538.7,120.8904,0,14,0,21
ReservationForecast 2024.xls,ReservationForecast,327,2024-01-01,2024-12-31,2024-11-13,13,31,23,0,0.0,36,0,6,0.67,4346.02,120.7227,80.4818,33,3,0,522.7,174.2333,0,3,0,5
ReservationForecast 2024.xls,ReservationForecast,328,2024-01-01,2024-12-31,2024-11-14,39,22,14,0,0.0,53,0,4,0.95,8983.52,169.5003,160.42,30,23,0,4745.29,206.3169,0,20,0,52
ReservationForecast 2024.xls,ReservationForecast,329,2024-01-01,2024-12-31,2024-11-15,25,18,35,0,0.0,60,0,0,1.0,9925.95,165.4325,165.4325,19,41,0,6885.14,167.9302,0,18,0,86
ReservationForecast 2024.xls,ReservationForecast,330,2024-01-01,2024-12-31,2024-11-16,38,38,22,0,0.0,60,0,0,1.0,9874.42,164.5736,164.5736,38,22,0,3528.2,160.3727,0,6,0,41
ReservationForecast 2024.xls,ReservationForecast,331,2024-01-01,2024-12-31,2024-11-17,9,54,6,0,0.0,15,0,24,0.42,2242.57,149.5046,62.2936,15,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,332,2024-01-01,2024-12-31,2024-11-18,10,13,2,0,0.0,12,0,17,0.28,1477.36,123.1133,34.3572,12,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,333,2024-01-01,2024-12-31,2024-11-19,18,7,5,0,0.0,23,0,8,0.44,3424.94,148.9104,65.8642,23,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,334,2024-01-01,2024-12-31,2024-11-20,23,12,11,0,0.0,34,0,9,0.67,4039.24,118.8011,79.2007,34,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,335,2024-01-01,2024-12-31,2024-11-21,13,18,16,0,0.0,29,0,5,0.53,3597.77,124.061,65.414,29,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,336,2024-01-01,2024-12-31,2024-11-22,43,22,7,0,0.0,50,0,1,0.85,6926.59,138.5318,117.3998,46,4,0,702.1,175.525,0,4,0,8
ReservationForecast 2024.xls,ReservationForecast,337,2024-01-01,2024-12-31,2024-11-23,42,34,16,0,0.0,56,2,1,0.95,8383.34,149.7025,142.0905,52,6,0,1104.15,184.025,0,2,0,10
ReservationForecast 2024.xls,ReservationForecast,338,2024-01-01,2024-12-31,2024-11-24,19,52,6,0,0.0,25,0,13,0.53,3153.55,126.142,67.0968,23,2,0,385.2,192.6,0,0,0,4
ReservationForecast 2024.xls,ReservationForecast,339,2024-01-01,2024-12-31,2024-11-25,17,17,8,0,0.0,25,0,9,0.49,2576.95,103.078,50.5284,25,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,340,2024-01-01,2024-12-31,2024-11-26,16,18,7,0,0.0,23,0,6,0.43,2757.57,119.8943,51.0661,23,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,341,2024-01-01,2024-12-31,2024-11-27,36,16,7,0,0.0,43,0,1,0.73,6111.27,142.1225,103.5808,43,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,342,2024-01-01,2024-12-31,2024-11-28,30,15,28,0,0.0,58,0,0,0.97,8180.71,141.0467,136.3451,58,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,343,2024-01-01,2024-12-31,2024-11-29,24,23,35,0,0.0,59,0,0,0.98,8170.96,138.4908,136.1826,58,1,0,150.0,150.0,0,1,0,2
ReservationForecast 2024.xls,ReservationForecast,344,2024-01-01,2024-12-31,2024-11-30,39,39,20,0,0.0,59,0,0,0.98,8595.01,145.6781,143.2501,50,9,0,1515.05,168.3388,0,8,0,18
ReservationForecast 2024.xls,ReservationForecast,345,2024-01-01,2024-12-31,2024-12-01,20,51,8,0,0.0,28,0,27,0.85,3534.75,126.241,107.1136,28,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,346,2024-01-01,2024-12-31,2024-12-02,10,16,12,0,0.0,22,0,24,0.61,2406.39,109.3813,66.8441,22,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,347,2024-01-01,2024-12-31,2024-12-03,21,9,13,0,0.0,34,0,17,0.79,3584.97,105.4402,83.3713,34,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,348,2024-01-01,2024-12-31,2024-12-04,22,14,20,0,0.0,38,4,14,0.83,4267.45,112.3013,92.7706,42,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,349,2024-01-01,2024-12-31,2024-12-05,15,27,15,0,0.0,29,1,13,0.62,3277.5,113.0172,69.734,29,1,0,169.15,169.15,0,1,0,2
ReservationForecast 2024.xls,ReservationForecast,350,2024-01-01,2024-12-31,2024-12-06,42,12,18,0,0.0,60,0,0,1.0,9027.26,150.4543,150.4543,49,11,0,2000.9,181.9,0,10,0,20
ReservationForecast 2024.xls,ReservationForecast,351,2024-01-01,2024-12-31,2024-12-07,29,29,31,0,0.0,60,0,0,1.0,9304.88,155.0813,155.0813,45,15,0,2608.2,173.88,0,5,0,32
ReservationForecast 2024.xls,ReservationForecast,352,2024-01-01,2024-12-31,2024-12-08,15,48,12,0,0.0,27,0,23,0.73,3149.86,116.6614,85.1313,27,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,353,2024-01-01,2024-12-31,2024-12-09,12,15,12,0,0.0,24,0,28,0.75,2664.2,111.0083,83.2562,24,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,354,2024-01-01,2024-12-31,2024-12-10,11,9,15,0,0.0,26,0,20,0.65,3089.27,118.818,77.2317,26,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,355,2024-01-01,2024-12-31,2024-12-11,16,10,16,0,0.0,32,0,14,0.7,3383.04,105.72,73.5443,32,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,356,2024-01-01,2024-12-31,2024-12-12,14,16,16,0,0.0,29,1,10,0.58,3202.35,110.4258,64.047,30,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,357,2024-01-01,2024-12-31,2024-12-13,31,14,16,0,0.0,47,0,2,0.81,5867.55,124.8414,101.1646,47,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,358,2024-01-01,2024-12-31,2024-12-14,39,27,20,0,0.0,58,1,1,0.98,8290.61,142.9415,140.5188,56,3,0,367.0,122.3333,0,3,0,8
ReservationForecast 2024.xls,ReservationForecast,359,2024-01-01,2024-12-31,2024-12-15,19,44,15,0,0.0,34,0,25,0.97,4129.04,121.4423,117.9725,34,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,360,2024-01-01,2024-12-31,2024-12-16,8,19,15,0,0.0,23,0,33,0.85,2569.46,111.7156,95.1651,23,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,361,2024-01-01,2024-12-31,2024-12-17,18,15,8,0,0.0,26,0,26,0.76,3102.75,119.3365,91.2573,26,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,362,2024-01-01,2024-12-31,2024-12-18,19,13,13,0,0.0,32,0,8,0.62,3817.83,119.3071,73.4198,32,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,363,2024-01-01,2024-12-31,2024-12-19,12,19,13,0,0.0,25,0,16,0.57,3245.23,129.8092,73.7552,25,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,364,2024-01-01,2024-12-31,2024-12-20,43,15,10,0,0.0,52,1,2,0.9,6889.21,132.4848,118.7794,51,2,0,149.0,74.5,0,2,0,4
ReservationForecast 2024.xls,ReservationForecast,365,2024-01-01,2024-12-31,2024-12-21,38,31,22,0,0.0,59,1,0,0.98,8005.09,135.6794,133.4181,57,3,0,298.0,99.3333,0,1,0,6
ReservationForecast 2024.xls,ReservationForecast,366,2024-01-01,2024-12-31,2024-12-22,20,48,12,0,0.0,31,1,20,0.77,3714.82,119.8329,92.8705,30,2,0,149.0,74.5,0,0,0,4
ReservationForecast 2024.xls,ReservationForecast,367,2024-01-01,2024-12-31,2024-12-23,30,27,5,0,0.0,35,0,15,0.78,4198.85,119.9671,93.3077,35,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,368,2024-01-01,2024-12-31,2024-12-24,21,11,24,0,0.0,45,0,10,0.9,5371.09,119.3575,107.4218,45,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,369,2024-01-01,2024-12-31,2024-12-25,11,16,29,0,0.0,40,0,14,0.87,4646.44,116.161,101.0095,40,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,370,2024-01-01,2024-12-31,2024-12-26,24,16,24,0,0.0,48,0,6,0.89,5736.59,119.5122,106.2331,48,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,371,2024-01-01,2024-12-31,2024-12-27,40,32,16,0,0.0,56,0,3,0.98,6141.69,109.673,107.7489,56,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,372,2024-01-01,2024-12-31,2024-12-28,38,36,20,0,0.0,58,0,0,0.97,7133.75,122.9956,118.8958,58,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,373,2024-01-01,2024-12-31,2024-12-29,27,45,13,0,0.0,39,1,3,0.68,4724.01,121.1284,82.8773,40,0,0,0.0,0.0,0,0,0,0
ReservationForecast 2024.xls,ReservationForecast,374,2024-01-01,2024-12-31,2024-12-30,30,31,9,0,0.0,39,0,12,0.81,5909.99,151.5382,123.1247,21,18,0,3259.59,181.0883,0,18,0,38
ReservationForecast 2024.xls,ReservationForecast,375,2024-01-01,2024-12-31,2024-12-31,32,19,20,0,0.0,50,2,2,0.86,8803.73,176.0746,151.7884,11,41,0,7328.66,178.7478,0,23,0,80
