source_file,source_sheet,source_row,report_period_start,report_period_end,property_total_rooms,business_date,occupancy_rate_reported,rooms_sold,transient_rooms,group_rooms,day_use_rooms,comp_rooms,out_of_order_rooms,on_market_rooms,room_revenue_gross,adr_gross,revpar_gross,room_revenue_net,adr_net,revpar_net
Block22023roomtypes.xls,RoomSales,687,2023-04-03,2023-07-03,60,2023-05-25,0.9833,59,47,12,0,0,0,60,12385.24,209.9193,206.4207,11867.59,201.1456,197.7932
Block22023roomtypes.xls,RoomSales,700,2023-04-03,2023-07-03,60,2023-05-26,1.0,60,45,15,0,0,0,60,13218.5,220.3083,220.3083,12961.5,216.025,216.025
Block22023roomtypes.xls,RoomSales,713,2023-04-03,2023-07-03,60,2023-05-27,1.0,60,38,22,0,0,0,60,13784.67,229.7445,229.7445,12720.52,212.0087,212.0087
Block22023roomtypes.xls,RoomSales,726,2023-04-03,2023-07-03,60,2023-05-28,1.0,60,38,22,0,0,0,60,8027.36,133.7893,133.7893,7503.76,125.0627,125.0627
Block22023roomtypes.xls,RoomSales,739,2023-04-03,2023-07-03,60,2023-05-29,0.4333,26,26,0,0,0,13,47,3530.94,135.8054,75.1264,3336.29,128.3188,70.9849
Block22023roomtypes.xls,RoomSales,752,2023-04-03,2023-07-03,60,2023-05-30,0.6833,41,24,17,0,0,0,60,5324.2,129.8585,88.7367,5324.2,129.8585,88.7367
Block22023roomtypes.xls,RoomSales,765,2023-04-03,2023-07-03,60,2023-05-31,0.9833,59,12,47,0,0,0,60,8451.22,143.241,140.8537,8284.62,140.4173,138.077
Block22023roomtypes.xls,RoomSales,778,2023-04-03,2023-07-03,60,2023-06-01,0.85,51,40,11,0,0,0,60,7471.43,146.4986,124.5238,7471.43,146.4986,124.5238
Block22023roomtypes.xls,RoomSales,791,2023-04-03,2023-07-03,60,2023-06-02,1.0,60,45,15,0,0,0,60,11476.98,191.283,191.283,11476.98,191.283,191.283
Block22023roomtypes.xls,RoomSales,804,2023-04-03,2023-07-03,60,2023-06-03,0.9833,59,26,33,0,0,0,60,11650.05,197.4585,194.1675,11650.05,197.4585,194.1675
Block22023roomtypes.xls,RoomSales,817,2023-04-03,2023-07-03,60,2023-06-04,0.7167,43,37,6,0,0,11,49,4952.71,115.1793,101.0757,4952.71,115.1793,101.0757
Block22023roomtypes.xls,RoomSales,830,2023-04-03,2023-07-03,60,2023-06-05,0.6,36,31,5,0,0,1,59,4047.56,112.4322,68.6027,4047.56,112.4322,68.6027
Block22023roomtypes.xls,RoomSales,843,2023-04-03,2023-07-03,60,2023-06-06,0.9167,55,50,5,0,0,0,60,6332.63,115.1387,105.5438,6332.63,115.1387,105.5438
Block22023roomtypes.xls,RoomSales,856,2023-04-03,2023-07-03,60,2023-06-07,0.9667,58,49,9,0,0,0,60,7455.95,128.5509,124.2658,7455.95,128.5509,124.2658
Block22023roomtypes.xls,RoomSales,869,2023-04-03,2023-07-03,60,2023-06-08,1.0,60,37,23,0,0,0,60,9344.59,155.7432,155.7432,9328.09,155.4682,155.4682
Block22023roomtypes.xls,RoomSales,882,2023-04-03,2023-07-03,60,2023-06-09,0.9833,59,17,42,0,0,0,60,11231.83,190.37,187.1972,11231.83,190.37,187.1972
Block22023roomtypes.xls,RoomSales,895,2023-04-03,2023-07-03,60,2023-06-10,0.9833,59,31,28,0,0,0,60,10837.83,183.692,180.6305,10645.08,180.4251,177.418
Block22023roomtypes.xls,RoomSales,908,2023-04-03,2023-07-03,60,2023-06-11,0.5,30,30,0,1,0,18,42,3155.64,105.188,75.1343,3155.64,105.188,75.1343
Block22023roomtypes.xls,RoomSales,921,2023-04-03,2023-07-03,60,2023-06-12,0.75,45,45,0,0,0,4,56,5142.95,114.2878,91.8384,5142.95,114.2878,91.8384
Block22023roomtypes.xls,RoomSales,934,2023-04-03,2023-07-03,60,2023-06-13,0.9333,56,56,0,0,0,3,57,6656.63,118.8684,116.783,6557.63,117.1005,115.0461
Block22023roomtypes.xls,RoomSales,947,2023-04-03,2023-07-03,60,2023-06-14,0.85,51,51,0,0,0,4,56,5758.11,112.9041,102.8234,5758.11,112.9041,102.8234
Block22023roomtypes.xls,RoomSales,960,2023-04-03,2023-07-03,60,2023-06-15,0.9167,55,53,2,0,0,2,58,6604.07,120.074,113.8633,6604.07,120.074,113.8633
Block22023roomtypes.xls,RoomSales,973,2023-04-03,2023-07-03,60,2023-06-16,0.95,57,26,31,0,2,0,60,10221.69,179.3279,170.3615,9862.14,173.02,164.369
Block22023roomtypes.xls,RoomSales,986,2023-04-03,2023-07-03,60,2023-06-17,0.95,57,9,48,0,3,0,60,11035.93,193.6128,183.9322,10932.5,191.7982,182.2083
Block22023roomtypes.xls,RoomSales,999,2023-04-03,2023-07-03,60,2023-06-18,0.7333,44,44,0,0,0,1,59,5006.28,113.7791,84.8522,5006.28,113.7791,84.8522
Block22023roomtypes.xls,RoomSales,1012,2023-04-03,2023-07-03,60,2023-06-19,0.6833,41,41,0,0,0,13,47,4548.98,110.9507,96.7868,4548.98,110.9507,96.7868
Block22023roomtypes.xls,RoomSales,1025,2023-04-03,2023-07-03,60,2023-06-20,0.95,57,56,1,0,0,2,58,6747.88,118.3839,116.3428,6747.88,118.3839,116.3428
Block22023roomtypes.xls,RoomSales,1038,2023-04-03,2023-07-03,60,2023-06-21,0.9667,58,56,2,0,0,1,59,7158.38,123.4203,121.3285,7158.38,123.4203,121.3285
Block22023roomtypes.xls,RoomSales,1051,2023-04-03,2023-07-03,60,2023-06-22,0.9833,59,51,8,1,0,2,58,7568.31,128.2764,130.4881,7568.31,128.2764,130.4881
Block22023roomtypes.xls,RoomSales,1064,2023-04-03,2023-07-03,60,2023-06-23,0.9833,59,12,47,0,0,0,60,11232.66,190.3841,187.211,11232.66,190.3841,187.211
Block22023roomtypes.xls,RoomSales,1077,2023-04-03,2023-07-03,60,2023-06-24,1.0,60,20,40,0,0,0,60,11485.73,191.4288,191.4288,11485.73,191.4288,191.4288
Block22023roomtypes.xls,RoomSales,1090,2023-04-03,2023-07-03,60,2023-06-25,0.6667,40,40,0,0,0,5,55,4376.17,109.4043,79.5667,4376.17,109.4043,79.5667
Block22023roomtypes.xls,RoomSales,1103,2023-04-03,2023-07-03,60,2023-06-26,0.9167,55,55,0,0,0,3,57,6014.85,109.3609,105.5237,5827.35,105.9518,102.2342
Block22023roomtypes.xls,RoomSales,1116,2023-04-03,2023-07-03,60,2023-06-27,0.8667,52,52,0,0,0,5,55,5919.41,113.8348,107.6256,5919.41,113.8348,107.6256
Block22023roomtypes.xls,RoomSales,1129,2023-04-03,2023-07-03,60,2023-06-28,0.95,57,57,0,0,0,3,57,6708.12,117.6863,117.6863,6708.12,117.6863,117.6863
Block22023roomtypes.xls,RoomSales,1142,2023-04-03,2023-07-03,60,2023-06-29,0.9333,56,33,23,0,0,2,58,8417.08,150.305,145.1221,8417.08,150.305,145.1221
Block22023roomtypes.xls,RoomSales,1155,2023-04-03,2023-07-03,60,2023-06-30,1.0,60,19,41,0,0,0,60,11148.07,185.8012,185.8012,11148.07,185.8012,185.8012
Block22023roomtypes.xls,RoomSales,1168,2023-04-03,2023-07-03,60,2023-07-01,0.9833,59,27,32,0,0,0,60,10931.98,185.2878,182.1997,10931.98,185.2878,182.1997
Block22023roomtypes.xls,RoomSales,1181,2023-04-03,2023-07-03,60,2023-07-02,0.7667,46,46,0,0,0,1,59,5062.92,110.0635,85.8122,4862.67,105.7102,82.4181
Block22023roomtypes.xls,RoomSales,1194,2023-04-03,2023-07-03,60,2023-07-03,0.8833,53,53,0,0,0,2,58,5717.84,107.8838,98.5834,5717.84,107.8838,98.5834
Block32023roomtypes.xls,RoomSales,11,2023-07-04,2023-10-03,60,2023-07-04,0.6333,38,38,0,0,0,11,49,4252.97,111.9203,86.7953,4138.91,108.9187,84.4676
Block32023roomtypes.xls,RoomSales,24,2023-07-04,2023-10-03,60,2023-07-05,0.7833,47,47,0,0,0,5,55,5430.27,115.5377,98.7322,5430.27,115.5377,98.7322
Block32023roomtypes.xls,RoomSales,37,2023-07-04,2023-10-03,60,2023-07-06,0.9667,58,58,0,0,0,1,59,7244.75,124.9095,122.7924,7244.75,124.9095,122.7924
Block32023roomtypes.xls,RoomSales,50,2023-07-04,2023-10-03,60,2023-07-07,0.9833,59,48,11,0,1,0,60,10098.89,171.1676,168.3148,10098.89,171.1676,168.3148
Block32023roomtypes.xls,RoomSales,63,2023-07-04,2023-10-03,60,2023-07-08,0.9667,58,39,19,0,2,0,60,11296.14,194.761,188.269,11084.49,191.1119,184.7415
Block32023roomtypes.xls,RoomSales,76,2023-07-04,2023-10-03,60,2023-07-09,0.65,39,39,0,0,0,3,57,4365.16,111.9272,76.5818,4365.16,111.9272,76.5818
Block32023roomtypes.xls,RoomSales,89,2023-07-04,2023-10-03,60,2023-07-10,0.8667,52,52,0,0,0,2,58,6261.61,120.4156,107.9588,6092.46,117.1627,105.0424
Block32023roomtypes.xls,RoomSales,102,2023-07-04,2023-10-03,60,2023-07-11,0.8667,52,52,0,0,0,2,58,6189.88,119.0362,106.7221,5982.48,115.0477,103.1462
Block32023roomtypes.xls,RoomSales,115,2023-07-04,2023-10-03,60,2023-07-12,0.7667,46,46,0,0,0,1,59,5827.98,126.6952,98.7793,5827.98,126.6952,98.7793
Block32023roomtypes.xls,RoomSales,128,2023-07-04,2023-10-03,60,2023-07-13,0.9,54,48,6,0,0,1,59,7250.39,134.2665,122.888,7028.11,130.1502,119.1205
Block32023roomtypes.xls,RoomSales,141,2023-07-04,2023-10-03,60,2023-07-14,0.9833,59,18,41,0,0,1,59,10708.5,181.5,181.5,10708.5,181.5,181.5
Block32023roomtypes.xls,RoomSales,154,2023-07-04,2023-10-03,60,2023-07-15,0.9833,59,20,39,0,0,1,59,10641.91,180.3714,180.3714,10641.91,180.3714,180.3714
Block32023roomtypes.xls,RoomSales,167,2023-07-04,2023-10-03,60,2023-07-16,0.6333,38,38,0,0,0,3,57,5032.14,132.4247,88.2832,4607.14,121.2405,80.827
Block32023roomtypes.xls,RoomSales,180,2023-07-04,2023-10-03,60,2023-07-17,0.5833,35,35,0,0,0,1,59,4132.29,118.0654,70.0388,4132.29,118.0654,70.0388
Block32023roomtypes.xls,RoomSales,193,2023-07-04,2023-10-03,60,2023-07-18,0.8667,52,52,0,0,0,0,60,7075.44,136.0662,117.924,7075.44,136.0662,117.924
Block32023roomtypes.xls,RoomSales,206,2023-07-04,2023-10-03,60,2023-07-19,0.9,54,49,5,0,0,0,60,7824.79,144.9035,130.4132,7824.79,144.9035,130.4132
Block32023roomtypes.xls,RoomSales,219,2023-07-04,2023-10-03,60,2023-07-20,0.9333,56,50,6,0,0,0,60,8315.04,148.4829,138.584,8315.04,148.4829,138.584
Block32023roomtypes.xls,RoomSales,232,2023-07-04,2023-10-03,60,2023-07-21,0.9833,59,46,13,0,0,0,60,9466.46,160.4485,157.7743,9466.46,160.4485,157.7743
Block32023roomtypes.xls,RoomSales,245,2023-07-04,2023-10-03,60,2023-07-22,1.0,60,35,25,0,0,0,60,9888.13,164.8022,164.8022,9599.35,159.9892,159.9892
Block32023roomtypes.xls,RoomSales,258,2023-07-04,2023-10-03,60,2023-07-23,0.8167,49,44,5,0,0,1,59,6837.32,139.5371,115.8868,6788.87,138.5484,115.0656
Block32023roomtypes.xls,RoomSales,271,2023-07-04,2023-10-03,60,2023-07-24,0.9333,56,56,0,0,1,1,59,6989.13,124.8059,118.4598,6318.23,112.8255,107.0886
Block32023roomtypes.xls,RoomSales,284,2023-07-04,2023-10-03,60,2023-07-25,0.9167,55,55,0,0,1,1,59,7318.41,133.062,124.0408,7318.41,133.062,124.0408
Block32023roomtypes.xls,RoomSales,297,2023-07-04,2023-10-03,60,2023-07-26,0.9667,58,58,0,1,0,0,60,8477.54,146.1645,141.2923,8477.54,146.1645,141.2923
Block32023roomtypes.xls,RoomSales,312,2023-07-04,2023-10-03,60,2023-07-27,0.9833,59,56,3,0,0,0,60,7878.16,133.5281,131.3027,7878.16,133.5281,131.3027
Block32023roomtypes.xls,RoomSales,325,2023-07-04,2023-10-03,60,2023-07-28,1.0,60,47,13,0,0,0,60,9309.54,155.159,155.159,8924.74,148.7457,148.7457
Block32023roomtypes.xls,RoomSales,338,2023-07-04,2023-10-03,60,2023-07-29,0.9833,59,38,21,0,0,1,59,9918.26,168.1061,168.1061,9918.26,168.1061,168.1061
Block32023roomtypes.xls,RoomSales,351,2023-07-04,2023-10-03,60,2023-07-30,0.7,42,39,3,0,0,8,52,5704.75,135.8274,109.7067,5704.75,135.8274,109.7067
Block32023roomtypes.xls,RoomSales,364,2023-07-04,2023-10-03,60,2023-07-31,0.7833,47,42,5,0,0,2,58,6575.59,139.9062,113.3722,6211.79,132.1657,107.0998
Block32023roomtypes.xls,RoomSales,377,2023-07-04,2023-10-03,60,2023-08-01,0.55,33,28,5,0,0,0,60,5188.33,157.2221,86.4722,5188.33,157.2221,86.4722
Block32023roomtypes.xls,RoomSales,390,2023-07-04,2023-10-03,60,2023-08-02,0.6833,41,37,4,0,0,0,60,6178.28,150.6898,102.9713,6178.28,150.6898,102.9713
Block32023roomtypes.xls,RoomSales,403,2023-07-04,2023-10-03,60,2023-08-03,0.6667,40,36,4,0,0,2,58,6061.88,151.547,104.5152,6061.88,151.547,104.5152
Block32023roomtypes.xls,RoomSales,416,2023-07-04,2023-10-03,60,2023-08-04,1.0,60,39,21,0,0,0,60,10025.21,167.0868,167.0868,10025.21,167.0868,167.0868
Block32023roomtypes.xls,RoomSales,429,2023-07-04,2023-10-03,60,2023-08-05,1.0,60,21,39,0,0,0,60,11686.02,194.767,194.767,11453.12,190.8853,190.8853
Block32023roomtypes.xls,RoomSales,442,2023-07-04,2023-10-03,60,2023-08-06,0.3,18,18,0,0,0,19,41,3174.21,176.345,77.4198,3174.21,176.345,77.4198
Block32023roomtypes.xls,RoomSales,455,2023-07-04,2023-10-03,60,2023-08-07,0.4,24,24,0,0,0,3,57,3819.33,159.1387,67.0058,3344.33,139.3471,58.6725
Block32023roomtypes.xls,RoomSales,468,2023-07-04,2023-10-03,60,2023-08-08,0.5167,31,31,0,0,0,2,58,5273.47,170.1119,90.9219,5009.47,161.5958,86.3702
Block32023roomtypes.xls,RoomSales,481,2023-07-04,2023-10-03,60,2023-08-09,0.45,27,27,0,0,0,2,58,4183.22,154.9341,72.1245,4183.22,154.9341,72.1245
Block32023roomtypes.xls,RoomSales,494,2023-07-04,2023-10-03,60,2023-08-10,0.55,33,30,3,0,0,1,59,5087.41,154.1639,86.2273,5087.41,154.1639,86.2273
Block32023roomtypes.xls,RoomSales,507,2023-07-04,2023-10-03,60,2023-08-11,1.0,60,29,31,0,0,0,60,11194.95,186.5825,186.5825,11004.55,183.4092,183.4092
Block32023roomtypes.xls,RoomSales,520,2023-07-04,2023-10-03,60,2023-08-12,1.0,60,23,37,0,0,0,60,11370.66,189.511,189.511,11259.19,187.6532,187.6532
Block32023roomtypes.xls,RoomSales,533,2023-07-04,2023-10-03,60,2023-08-13,0.4333,26,16,10,0,0,1,59,4843.22,186.2777,82.0885,4843.22,186.2777,82.0885
Block32023roomtypes.xls,RoomSales,546,2023-07-04,2023-10-03,60,2023-08-14,0.5,30,30,0,0,0,3,57,4122.08,137.4027,72.3172,4122.08,137.4027,72.3172
Block32023roomtypes.xls,RoomSales,559,2023-07-04,2023-10-03,60,2023-08-15,0.4833,29,29,0,0,0,3,57,4053.43,139.7734,71.1128,4053.43,139.7734,71.1128
Block32023roomtypes.xls,RoomSales,572,2023-07-04,2023-10-03,60,2023-08-16,0.6,36,36,0,0,0,4,56,5043.05,140.0847,90.0545,5043.05,140.0847,90.0545
Block32023roomtypes.xls,RoomSales,585,2023-07-04,2023-10-03,60,2023-08-17,0.5167,31,27,4,0,0,3,57,5606.06,180.8406,98.3519,4940.86,159.3826,86.6818
Block32023roomtypes.xls,RoomSales,598,2023-07-04,2023-10-03,60,2023-08-18,1.0,60,39,21,0,0,0,60,10696.24,178.2707,178.2707,10696.24,178.2707,178.2707
Block32023roomtypes.xls,RoomSales,611,2023-07-04,2023-10-03,60,2023-08-19,1.0,60,37,23,0,0,0,60,11284.36,188.0727,188.0727,11284.36,188.0727,188.0727
Block32023roomtypes.xls,RoomSales,624,2023-07-04,2023-10-03,60,2023-08-20,0.5,30,28,2,0,0,4,56,4387.81,146.2603,78.3538,4387.81,146.2603,78.3538
Block32023roomtypes.xls,RoomSales,637,2023-07-04,2023-10-03,60,2023-08-21,0.4,24,24,0,0,0,9,51,3250.22,135.4258,63.7298,3250.22,135.4258,63.7298
Block32023roomtypes.xls,RoomSales,650,2023-07-04,2023-10-03,60,2023-08-22,0.45,27,27,0,0,0,1,59,3454.26,127.9356,58.5468,3454.26,127.9356,58.5468
Block32023roomtypes.xls,RoomSales,663,2023-07-04,2023-10-03,60,2023-08-23,0.3667,22,19,3,0,3,3,57,2937.95,133.5432,51.543,2760.3,125.4682,48.4263
Block32023roomtypes.xls,RoomSales,676,2023-07-04,2023-10-03,60,2023-08-24,0.1667,10,-30,40,0,40,1,59,1195.01,119.501,20.2544,1195.01,119.501,20.2544
Block32023roomtypes.xls,RoomSales,689,2023-07-04,2023-10-03,60,2023-08-25,0.0167,1,-58,59,1,59,1,59,433.95,433.95,7.3551,128.65,128.65,2.1805
Block32023roomtypes.xls,RoomSales,702,2023-07-04,2023-10-03,60,2023-08-26,0.0,0,-60,60,0,60,0,60,0.0,0.0,0.0,0.0,0.0,0.0
Block32023roomtypes.xls,RoomSales,715,2023-07-04,2023-10-03,60,2023-08-27,0.2167,13,1,12,0,13,2,58,1568.74,120.6723,27.0472,1568.74,120.6723,27.0472
Block32023roomtypes.xls,RoomSales,728,2023-07-04,2023-10-03,60,2023-08-28,0.7833,47,47,0,0,1,5,55,6272.64,133.4604,114.048,6272.64,133.4604,114.048
Block32023roomtypes.xls,RoomSales,741,2023-07-04,2023-10-03,60,2023-08-29,0.6667,40,40,0,0,0,4,56,5469.23,136.7308,97.6648,5469.23,136.7308,97.6648
Block32023roomtypes.xls,RoomSales,754,2023-07-04,2023-10-03,60,2023-08-30,0.9167,55,55,0,0,0,3,57,7568.34,137.6062,132.7779,7568.34,137.6062,132.7779
Block32023roomtypes.xls,RoomSales,767,2023-07-04,2023-10-03,60,2023-08-31,1.0,60,36,24,0,0,0,60,10747.63,179.1272,179.1272,10747.63,179.1272,179.1272
Block32023roomtypes.xls,RoomSales,780,2023-07-04,2023-10-03,60,2023-09-01,1.0,60,14,46,0,0,0,60,11586.93,193.1155,193.1155,11586.93,193.1155,193.1155
Block32023roomtypes.xls,RoomSales,793,2023-07-04,2023-10-03,60,2023-09-02,1.0,60,12,48,0,0,0,60,11268.3,187.805,187.805,11268.3,187.805,187.805
Block32023roomtypes.xls,RoomSales,806,2023-07-04,2023-10-03,60,2023-09-03,1.0,60,33,27,0,0,0,60,10052.26,167.5377,167.5377,10052.26,167.5377,167.5377
Block32023roomtypes.xls,RoomSales,819,2023-07-04,2023-10-03,60,2023-09-04,0.5167,31,31,0,0,0,0,60,4462.87,143.9635,74.3812,4462.87,143.9635,74.3812
Block32023roomtypes.xls,RoomSales,832,2023-07-04,2023-10-03,60,2023-09-05,0.4833,29,29,0,0,0,5,55,3639.0,125.4828,66.1636,3639.0,125.4828,66.1636
Block32023roomtypes.xls,RoomSales,845,2023-07-04,2023-10-03,60,2023-09-06,0.5333,32,24,8,0,0,1,59,4512.9,141.0281,76.4898,4322.43,135.0759,73.2615
Block32023roomtypes.xls,RoomSales,858,2023-07-04,2023-10-03,60,2023-09-07,0.8333,50,26,24,0,0,0,60,8251.03,165.0206,137.5172,8251.03,165.0206,137.5172
Block32023roomtypes.xls,RoomSales,871,2023-07-04,2023-10-03,60,2023-09-08,1.0,60,20,40,0,0,0,60,11779.32,196.322,196.322,11535.31,192.2552,192.2552
Block32023roomtypes.xls,RoomSales,884,2023-07-04,2023-10-03,60,2023-09-09,0.9667,58,27,31,0,0,2,58,11450.67,197.4253,197.4253,11023.12,190.0538,190.0538
Block32023roomtypes.xls,RoomSales,897,2023-07-04,2023-10-03,60,2023-09-10,0.2833,17,17,0,0,0,2,58,2389.08,140.5341,41.191,2389.08,140.5341,41.191
Block32023roomtypes.xls,RoomSales,910,2023-07-04,2023-10-03,60,2023-09-11,0.3333,20,20,0,0,0,3,57,2561.4,128.07,44.9368,2561.4,128.07,44.9368
Block32023roomtypes.xls,RoomSales,923,2023-07-04,2023-10-03,60,2023-09-12,0.6667,40,28,12,0,0,2,58,5588.3,139.7075,96.35,5588.3,139.7075,96.35
Block32023roomtypes.xls,RoomSales,936,2023-07-04,2023-10-03,60,2023-09-13,0.95,57,30,27,0,0,1,59,8066.89,141.5244,136.7269,8066.89,141.5244,136.7269
Block32023roomtypes.xls,RoomSales,949,2023-07-04,2023-10-03,60,2023-09-14,0.7833,47,18,29,0,3,0,60,5986.66,127.3757,99.7777,5986.66,127.3757,99.7777
Block32023roomtypes.xls,RoomSales,962,2023-07-04,2023-10-03,60,2023-09-15,0.9833,59,44,15,0,0,0,60,10943.03,185.4751,182.3838,10765.38,182.4641,179.423
Block32023roomtypes.xls,RoomSales,975,2023-07-04,2023-10-03,60,2023-09-16,1.0,60,28,32,0,0,0,60,11360.16,189.336,189.336,11360.16,189.336,189.336
Block32023roomtypes.xls,RoomSales,988,2023-07-04,2023-10-03,60,2023-09-17,0.6167,37,37,0,0,0,1,59,4603.56,124.4205,78.0264,4603.56,124.4205,78.0264
Block32023roomtypes.xls,RoomSales,1001,2023-07-04,2023-10-03,60,2023-09-18,0.7333,44,44,0,0,0,1,59,8904.25,202.3693,150.9195,5100.25,115.9148,86.4449
Block32023roomtypes.xls,RoomSales,1016,2023-07-04,2023-10-03,60,2023-09-19,0.8667,52,49,3,0,0,3,57,7330.76,140.9762,128.6098,7330.76,140.9762,128.6098
Block32023roomtypes.xls,RoomSales,1029,2023-07-04,2023-10-03,60,2023-09-20,0.9667,58,38,20,0,0,1,59,7754.45,133.6974,131.4314,7754.45,133.6974,131.4314
Block32023roomtypes.xls,RoomSales,1042,2023-07-04,2023-10-03,60,2023-09-21,0.95,57,25,32,0,2,0,60,9141.78,160.3821,152.363,9141.78,160.3821,152.363
Block32023roomtypes.xls,RoomSales,1055,2023-07-04,2023-10-03,60,2023-09-22,1.0,60,5,55,0,0,0,60,11495.33,191.5888,191.5888,11356.33,189.2722,189.2722
Block32023roomtypes.xls,RoomSales,1068,2023-07-04,2023-10-03,60,2023-09-23,0.9833,59,32,27,0,0,1,59,12771.2,216.461,216.461,12573.2,213.1051,213.1051
Block32023roomtypes.xls,RoomSales,1081,2023-07-04,2023-10-03,60,2023-09-24,0.55,33,33,0,0,0,2,58,3987.81,120.8427,68.7553,3987.81,120.8427,68.7553
Block32023roomtypes.xls,RoomSales,1094,2023-07-04,2023-10-03,60,2023-09-25,0.6833,41,41,0,0,0,3,57,4850.72,118.3102,85.1004,4850.72,118.3102,85.1004
Block32023roomtypes.xls,RoomSales,1107,2023-07-04,2023-10-03,60,2023-09-26,0.8,48,48,0,0,0,2,58,5778.16,120.3783,99.6234,5778.16,120.3783,99.6234
Block32023roomtypes.xls,RoomSales,1120,2023-07-04,2023-10-03,60,2023-09-27,0.85,51,51,0,0,0,2,58,6416.48,125.8133,110.629,6416.48,125.8133,110.629
Block32023roomtypes.xls,RoomSales,1133,2023-07-04,2023-10-03,60,2023-09-28,0.9667,58,48,10,0,0,1,59,9082.71,156.5984,153.9442,9082.71,156.5984,153.9442
Block32023roomtypes.xls,RoomSales,1146,2023-07-04,2023-10-03,60,2023-09-29,1.0,60,15,45,0,0,0,60,11805.14,196.7523,196.7523,11610.49,193.5082,193.5082
Block32023roomtypes.xls,RoomSales,1159,2023-07-04,2023-10-03,60,2023-09-30,1.0,60,26,34,0,0,0,60,11638.81,193.9802,193.9802,11430.31,190.5052,190.5052
Block32023roomtypes.xls,RoomSales,1172,2023-07-04,2023-10-03,60,2023-10-01,0.9167,55,49,6,0,0,5,55,8682.56,157.8647,157.8647,8682.56,157.8647,157.8647
Block32023roomtypes.xls,RoomSales,1185,2023-07-04,2023-10-03,60,2023-10-02,0.7,42,41,1,0,0,6,54,5981.07,142.4064,110.7606,5981.07,142.4064,110.7606
Block32023roomtypes.xls,RoomSales,1198,2023-07-04,2023-10-03,60,2023-10-03,0.75,45,45,0,0,0,3,57,6101.0,135.5778,107.0351,5903.0,131.1778,103.5614
Block 4 October 4 to December 31.xls,RoomSales,11,2023-10-04,2023-12-31,60,2023-10-04,0.7333,44,44,0,0,0,3,57,6263.85,142.3602,109.8921,6263.85,142.3602,109.8921
Block 4 October 4 to December 31.xls,RoomSales,24,2023-10-04,2023-12-31,60,2023-10-05,0.9333,56,31,25,0,0,3,57,9565.73,170.8166,167.8198,9565.73,170.8166,167.8198
Block 4 October 4 to December 31.xls,RoomSales,37,2023-10-04,2023-12-31,60,2023-10-06,0.9833,59,9,50,0,0,0,60,12212.38,206.9895,203.5397,11789.08,199.8149,196.4847
Block 4 October 4 to December 31.xls,RoomSales,50,2023-10-04,2023-12-31,60,2023-10-07,1.0,60,9,51,0,0,0,60,11444.3,190.7383,190.7383,9501.05,158.3508,158.3508
Block 4 October 4 to December 31.xls,RoomSales,65,2023-10-04,2023-12-31,60,2023-10-08,0.9833,59,22,37,0,0,0,60,10666.16,180.7824,177.7693,10666.16,180.7824,177.7693
Block 4 October 4 to December 31.xls,RoomSales,78,2023-10-04,2023-12-31,60,2023-10-09,0.7333,44,35,9,0,0,1,59,5661.84,128.6782,95.9634,5661.84,128.6782,95.9634
Block 4 October 4 to December 31.xls,RoomSales,91,2023-10-04,2023-12-31,60,2023-10-10,0.7167,43,43,0,0,0,3,57,5713.86,132.8805,100.2432,5713.86,132.8805,100.2432
Block 4 October 4 to December 31.xls,RoomSales,104,2023-10-04,2023-12-31,60,2023-10-11,0.8333,50,50,0,0,0,2,58,6907.51,138.1502,119.095,6907.51,138.1502,119.095
Block 4 October 4 to December 31.xls,RoomSales,117,2023-10-04,2023-12-31,60,2023-10-12,1.0,60,40,20,0,0,0,60,9642.67,160.7112,160.7112,9642.67,160.7112,160.7112
Block 4 October 4 to December 31.xls,RoomSales,130,2023-10-04,2023-12-31,60,2023-10-13,0.9833,59,18,41,0,1,0,60,11944.37,202.4469,199.0728,11917.81,201.9968,198.6302
Block 4 October 4 to December 31.xls,RoomSales,143,2023-10-04,2023-12-31,60,2023-10-14,0.9667,58,17,41,0,0,0,60,11768.33,202.9022,196.1388,11768.33,202.9022,196.1388
Block 4 October 4 to December 31.xls,RoomSales,156,2023-10-04,2023-12-31,60,2023-10-15,0.75,45,32,13,0,0,2,58,7667.23,170.3829,132.1936,7480.91,166.2424,128.9812
Block 4 October 4 to December 31.xls,RoomSales,169,2023-10-04,2023-12-31,60,2023-10-16,0.7667,46,46,0,0,0,10,50,6715.57,145.9907,134.3114,6715.57,145.9907,134.3114
Block 4 October 4 to December 31.xls,RoomSales,182,2023-10-04,2023-12-31,60,2023-10-17,0.7833,47,47,0,0,0,10,50,6184.73,131.59,123.6946,6184.73,131.59,123.6946
Block 4 October 4 to December 31.xls,RoomSales,195,2023-10-04,2023-12-31,60,2023-10-18,0.8167,49,49,0,0,0,1,59,7393.72,150.8922,125.3173,7393.72,150.8922,125.3173
Block 4 October 4 to December 31.xls,RoomSales,208,2023-10-04,2023-12-31,60,2023-10-19,0.9833,59,32,27,0,0,0,60,9917.64,168.0956,165.294,9917.64,168.0956,165.294
Block 4 October 4 to December 31.xls,RoomSales,221,2023-10-04,2023-12-31,60,2023-10-20,1.0,60,26,34,0,0,0,60,11118.97,185.3162,185.3162,11118.97,185.3162,185.3162
