source_file,source_sheet,source_row,report_period_start,report_period_end,property_total_rooms,business_date,occupancy_rate_reported,rooms_sold,transient_rooms,group_rooms,day_use_rooms,comp_rooms,out_of_order_rooms,on_market_rooms,room_revenue_gross,adr_gross,revpar_gross,room_revenue_net,adr_net,revpar_net,room_class
Block12023roomtypes.xls,RoomSales,12,2023-01-01,2023-04-02,60,2023-01-01,0.4412,15,15,0,0,0,10,24,1461.4,97.4267,60.8917,1461.4,97.4267,60.8917,Standard
Block12023roomtypes.xls,RoomSales,17,2023-01-01,2023-04-02,60,2023-01-01,0.3077,8,8,0,0,0,18,8,997.03,124.6287,124.6287,997.03,124.6287,124.6287,Suite
Block12023roomtypes.xls,RoomSales,25,2023-01-01,2023-04-02,60,2023-01-02,0.3235,11,11,0,0,0,10,24,1039.01,94.4555,43.2921,1039.01,94.4555,43.2921,Standard
Block12023roomtypes.xls,RoomSales,30,2023-01-01,2023-04-02,60,2023-01-02,0.0769,2,2,0,0,0,14,12,230.69,115.345,19.2242,230.69,115.345,19.2242,Suite
Block12023roomtypes.xls,RoomSales,38,2023-01-01,2023-04-02,60,2023-01-03,0.5588,19,19,0,0,0,6,28,2092.12,110.1116,74.7186,2092.12,110.1116,74.7186,Standard
Block12023roomtypes.xls,RoomSales,43,2023-01-01,2023-04-02,60,2023-01-03,0.2692,7,7,0,0,0,14,12,881.67,125.9529,73.4725,881.67,125.9529,73.4725,Suite
Block12023roomtypes.xls,RoomSales,51,2023-01-01,2023-04-02,60,2023-01-04,0.4706,16,16,0,0,0,1,33,1685.37,105.3356,51.0718,1685.37,105.3356,51.0718,Standard
Block12023roomtypes.xls,RoomSales,56,2023-01-01,2023-04-02,60,2023-01-04,0.3462,9,9,0,0,0,6,20,1021.34,113.4822,51.067,1021.34,113.4822,51.067,Suite
Block12023roomtypes.xls,RoomSales,64,2023-01-01,2023-04-02,60,2023-01-05,0.5588,19,19,0,0,0,1,33,2115.78,111.3568,64.1145,2115.78,111.3568,64.1145,Standard
Block12023roomtypes.xls,RoomSales,69,2023-01-01,2023-04-02,60,2023-01-05,0.3462,9,9,0,0,0,0,26,968.85,107.65,37.2635,968.85,107.65,37.2635,Suite
Block12023roomtypes.xls,RoomSales,77,2023-01-01,2023-04-02,60,2023-01-06,0.7059,24,24,0,0,0,1,33,2763.96,115.165,83.7564,2763.96,115.165,83.7564,Standard
Block12023roomtypes.xls,RoomSales,82,2023-01-01,2023-04-02,60,2023-01-06,0.8846,23,23,0,0,0,1,25,2608.14,113.3974,104.3256,2608.14,113.3974,104.3256,Suite
Block12023roomtypes.xls,RoomSales,90,2023-01-01,2023-04-02,60,2023-01-07,0.8824,30,30,0,0,0,1,33,3535.43,117.8477,107.1342,3535.43,117.8477,107.1342,Standard
Block12023roomtypes.xls,RoomSales,95,2023-01-01,2023-04-02,60,2023-01-07,0.9231,24,24,0,0,0,0,26,2710.28,112.9283,104.2415,2710.28,112.9283,104.2415,Suite
Block12023roomtypes.xls,RoomSales,103,2023-01-01,2023-04-02,60,2023-01-08,0.4118,14,14,0,0,0,5,29,1474.96,105.3543,50.8607,1474.96,105.3543,50.8607,Standard
Block12023roomtypes.xls,RoomSales,108,2023-01-01,2023-04-02,60,2023-01-08,0.3077,8,8,0,0,0,3,23,942.96,117.87,40.9983,942.96,117.87,40.9983,Suite
Block12023roomtypes.xls,RoomSales,116,2023-01-01,2023-04-02,60,2023-01-09,0.5588,19,19,0,0,0,5,29,1911.81,100.6216,65.9245,1911.81,100.6216,65.9245,Standard
Block12023roomtypes.xls,RoomSales,121,2023-01-01,2023-04-02,60,2023-01-09,0.2692,7,7,0,0,0,3,23,897.35,128.1929,39.0152,897.35,128.1929,39.0152,Suite
Block12023roomtypes.xls,RoomSales,129,2023-01-01,2023-04-02,60,2023-01-10,0.4706,16,16,0,0,0,5,29,1782.17,111.3856,61.4541,1782.17,111.3856,61.4541,Standard
Block12023roomtypes.xls,RoomSales,134,2023-01-01,2023-04-02,60,2023-01-10,0.3077,8,8,0,0,0,4,22,876.36,109.545,39.8345,876.36,109.545,39.8345,Suite
Block12023roomtypes.xls,RoomSales,142,2023-01-01,2023-04-02,60,2023-01-11,0.5882,20,20,0,0,0,2,32,2262.8,113.14,70.7125,2262.8,113.14,70.7125,Standard
Block12023roomtypes.xls,RoomSales,147,2023-01-01,2023-04-02,60,2023-01-11,0.4615,12,12,0,0,0,1,25,1269.86,105.8217,50.7944,1269.86,105.8217,50.7944,Suite
Block12023roomtypes.xls,RoomSales,155,2023-01-01,2023-04-02,60,2023-01-12,0.7647,26,26,0,0,0,1,33,2815.21,108.2773,85.3094,2815.21,108.2773,85.3094,Standard
Block12023roomtypes.xls,RoomSales,160,2023-01-01,2023-04-02,60,2023-01-12,0.3462,9,9,0,0,0,0,26,849.24,94.36,32.6631,849.24,94.36,32.6631,Suite
Block12023roomtypes.xls,RoomSales,168,2023-01-01,2023-04-02,60,2023-01-13,0.9706,33,33,0,0,0,0,34,3412.98,103.4236,100.3818,3412.98,103.4236,100.3818,Standard
Block12023roomtypes.xls,RoomSales,173,2023-01-01,2023-04-02,60,2023-01-13,1.0,26,26,0,0,0,0,26,3229.63,124.2165,124.2165,3229.63,124.2165,124.2165,Suite
Block12023roomtypes.xls,RoomSales,181,2023-01-01,2023-04-02,60,2023-01-14,0.9118,31,31,0,0,0,0,34,2991.83,96.5106,87.995,2991.83,96.5106,87.995,Standard
Block12023roomtypes.xls,RoomSales,186,2023-01-01,2023-04-02,60,2023-01-14,1.0,26,26,0,0,0,0,26,3484.87,134.0335,134.0335,3484.87,134.0335,134.0335,Suite
Block12023roomtypes.xls,RoomSales,194,2023-01-01,2023-04-02,60,2023-01-15,0.9118,31,31,0,0,0,3,31,3142.88,101.3832,101.3832,3063.88,98.8348,98.8348,Standard
Block12023roomtypes.xls,RoomSales,199,2023-01-01,2023-04-02,60,2023-01-15,0.7308,19,19,0,0,0,0,26,2199.51,115.7637,84.5965,2199.51,115.7637,84.5965,Suite
Block12023roomtypes.xls,RoomSales,207,2023-01-01,2023-04-02,60,2023-01-16,0.6176,21,12,9,0,0,12,22,2123.37,101.1129,96.5168,2123.37,101.1129,96.5168,Standard
Block12023roomtypes.xls,RoomSales,212,2023-01-01,2023-04-02,60,2023-01-16,0.1923,5,4,1,0,0,16,10,645.79,129.158,64.579,645.79,129.158,64.579,Suite
Block12023roomtypes.xls,RoomSales,220,2023-01-01,2023-04-02,60,2023-01-17,0.7941,27,18,9,0,0,3,31,2736.96,101.3689,88.289,2736.96,101.3689,88.289,Standard
Block12023roomtypes.xls,RoomSales,225,2023-01-01,2023-04-02,60,2023-01-17,0.6154,16,15,1,0,0,0,26,1999.86,124.9912,76.9177,1999.86,124.9912,76.9177,Suite
Block12023roomtypes.xls,RoomSales,233,2023-01-01,2023-04-02,60,2023-01-18,0.6765,23,23,0,0,0,1,33,2386.69,103.7691,72.3239,2386.69,103.7691,72.3239,Standard
Block12023roomtypes.xls,RoomSales,238,2023-01-01,2023-04-02,60,2023-01-18,0.5,13,13,0,0,0,1,25,1597.03,122.8485,63.8812,1597.03,122.8485,63.8812,Suite
Block12023roomtypes.xls,RoomSales,246,2023-01-01,2023-04-02,60,2023-01-19,1.0,34,14,20,0,0,0,34,3549.16,104.3871,104.3871,3549.16,104.3871,104.3871,Standard
Block12023roomtypes.xls,RoomSales,251,2023-01-01,2023-04-02,60,2023-01-19,0.9615,25,10,15,0,0,0,26,3171.01,126.8404,121.9619,3171.01,126.8404,121.9619,Suite
Block12023roomtypes.xls,RoomSales,259,2023-01-01,2023-04-02,60,2023-01-20,1.0,34,23,11,0,0,0,34,3680.12,108.2388,108.2388,3680.12,108.2388,108.2388,Standard
Block12023roomtypes.xls,RoomSales,264,2023-01-01,2023-04-02,60,2023-01-20,,27,25,2,1,0,0,26,3208.98,118.8511,123.4223,3208.98,118.8511,123.4223,Suite
Block12023roomtypes.xls,RoomSales,272,2023-01-01,2023-04-02,60,2023-01-21,1.0,34,23,11,0,0,0,34,3779.65,111.1662,111.1662,3779.65,111.1662,111.1662,Standard
Block12023roomtypes.xls,RoomSales,277,2023-01-01,2023-04-02,60,2023-01-21,0.9615,25,23,2,0,1,0,26,2779.64,111.1856,106.9092,2779.64,111.1856,106.9092,Suite
Block12023roomtypes.xls,RoomSales,285,2023-01-01,2023-04-02,60,2023-01-22,0.7353,25,13,12,0,0,1,33,2848.76,113.9504,86.3261,2848.76,113.9504,86.3261,Standard
Block12023roomtypes.xls,RoomSales,290,2023-01-01,2023-04-02,60,2023-01-22,0.3077,8,8,0,0,0,10,16,789.04,98.63,49.315,789.04,98.63,49.315,Suite
Block12023roomtypes.xls,RoomSales,298,2023-01-01,2023-04-02,60,2023-01-23,0.7647,26,14,12,0,0,0,34,2653.31,102.0504,78.0385,2653.31,102.0504,78.0385,Standard
Block12023roomtypes.xls,RoomSales,303,2023-01-01,2023-04-02,60,2023-01-23,0.3077,8,8,0,0,0,1,25,771.28,96.41,30.8512,771.28,96.41,30.8512,Suite
Block12023roomtypes.xls,RoomSales,311,2023-01-01,2023-04-02,60,2023-01-24,0.8824,30,15,15,0,0,0,34,3217.2,107.24,94.6235,3217.2,107.24,94.6235,Standard
Block12023roomtypes.xls,RoomSales,316,2023-01-01,2023-04-02,60,2023-01-24,0.8077,21,13,8,0,0,0,26,2397.37,114.1605,92.2065,2397.37,114.1605,92.2065,Suite
Block12023roomtypes.xls,RoomSales,324,2023-01-01,2023-04-02,60,2023-01-25,1.0,34,13,21,0,0,0,34,3564.57,104.8403,104.8403,3564.57,104.8403,104.8403,Standard
Block12023roomtypes.xls,RoomSales,329,2023-01-01,2023-04-02,60,2023-01-25,0.8462,22,15,7,0,1,0,26,2368.35,107.6523,91.0904,2368.35,107.6523,91.0904,Suite
Block12023roomtypes.xls,RoomSales,337,2023-01-01,2023-04-02,60,2023-01-26,0.6176,21,21,0,0,0,0,34,2338.8,111.3714,68.7882,2338.8,111.3714,68.7882,Standard
Block12023roomtypes.xls,RoomSales,342,2023-01-01,2023-04-02,60,2023-01-26,0.5385,14,14,0,0,0,1,25,1780.7,127.1929,71.228,1780.7,127.1929,71.228,Suite
Block12023roomtypes.xls,RoomSales,350,2023-01-01,2023-04-02,60,2023-01-27,0.9412,32,32,0,0,0,1,33,3590.45,112.2016,108.8015,3590.45,112.2016,108.8015,Standard
Block12023roomtypes.xls,RoomSales,355,2023-01-01,2023-04-02,60,2023-01-27,0.9615,25,25,0,0,1,0,26,3106.76,124.2704,119.4908,3106.76,124.2704,119.4908,Suite
Block12023roomtypes.xls,RoomSales,363,2023-01-01,2023-04-02,60,2023-01-28,0.9706,33,33,0,0,0,0,34,4011.43,121.5585,117.9832,4011.43,121.5585,117.9832,Standard
Block12023roomtypes.xls,RoomSales,368,2023-01-01,2023-04-02,60,2023-01-28,1.0,26,26,0,0,0,0,26,3671.24,141.2015,141.2015,3671.24,141.2015,141.2015,Suite
Block12023roomtypes.xls,RoomSales,376,2023-01-01,2023-04-02,60,2023-01-29,0.3824,13,13,0,0,0,1,33,1427.1,109.7769,43.2455,1427.1,109.7769,43.2455,Standard
Block12023roomtypes.xls,RoomSales,381,2023-01-01,2023-04-02,60,2023-01-29,0.3846,10,10,0,0,0,0,26,1083.56,108.356,41.6754,1083.56,108.356,41.6754,Suite
Block12023roomtypes.xls,RoomSales,389,2023-01-01,2023-04-02,60,2023-01-30,0.3529,12,12,0,0,0,1,33,1156.17,96.3475,35.0355,1038.02,86.5017,31.4552,Standard
Block12023roomtypes.xls,RoomSales,394,2023-01-01,2023-04-02,60,2023-01-30,0.3462,9,9,0,0,0,0,26,941.61,104.6233,36.2158,941.61,104.6233,36.2158,Suite
Block12023roomtypes.xls,RoomSales,402,2023-01-01,2023-04-02,60,2023-01-31,0.4118,14,14,0,0,0,1,33,1439.88,102.8486,43.6327,1374.25,98.1607,41.6439,Standard
Block12023roomtypes.xls,RoomSales,407,2023-01-01,2023-04-02,60,2023-01-31,0.2308,6,6,0,0,0,0,26,592.32,98.72,22.7815,521.69,86.9483,20.065,Suite
Block12023roomtypes.xls,RoomSales,415,2023-01-01,2023-04-02,60,2023-02-01,0.5588,19,19,0,0,0,1,33,1940.31,102.1216,58.7973,1940.31,102.1216,58.7973,Standard
Block12023roomtypes.xls,RoomSales,420,2023-01-01,2023-04-02,60,2023-02-01,0.3077,8,8,0,0,0,0,26,792.35,99.0438,30.475,792.35,99.0438,30.475,Suite
Block12023roomtypes.xls,RoomSales,428,2023-01-01,2023-04-02,60,2023-02-02,0.6471,22,22,0,0,0,1,33,2234.97,101.5895,67.7264,2234.97,101.5895,67.7264,Standard
Block12023roomtypes.xls,RoomSales,433,2023-01-01,2023-04-02,60,2023-02-02,0.4231,11,11,0,0,0,1,25,1108.51,100.7736,44.3404,1108.51,100.7736,44.3404,Suite
Block12023roomtypes.xls,RoomSales,441,2023-01-01,2023-04-02,60,2023-02-03,0.9412,32,32,0,0,0,0,34,3542.09,110.6903,104.1791,3542.09,110.6903,104.1791,Standard
Block12023roomtypes.xls,RoomSales,446,2023-01-01,2023-04-02,60,2023-02-03,0.9231,24,24,0,0,0,2,24,2711.31,112.9712,112.9712,2711.31,112.9712,112.9712,Suite
Block12023roomtypes.xls,RoomSales,454,2023-01-01,2023-04-02,60,2023-02-04,1.0,34,34,0,0,0,0,34,3932.33,115.6568,115.6568,3932.33,115.6568,115.6568,Standard
Block12023roomtypes.xls,RoomSales,459,2023-01-01,2023-04-02,60,2023-02-04,0.9615,25,25,0,0,0,1,25,3296.49,131.8596,131.8596,3296.49,131.8596,131.8596,Suite
Block12023roomtypes.xls,RoomSales,467,2023-01-01,2023-04-02,60,2023-02-05,0.4412,15,15,0,0,0,1,33,1634.97,108.998,49.5445,1634.97,108.998,49.5445,Standard
Block12023roomtypes.xls,RoomSales,472,2023-01-01,2023-04-02,60,2023-02-05,0.1538,4,4,0,0,0,3,23,501.78,125.445,21.8165,501.78,125.445,21.8165,Suite
Block12023roomtypes.xls,RoomSales,480,2023-01-01,2023-04-02,60,2023-02-06,0.5294,18,18,0,0,0,1,33,2086.62,115.9233,63.2309,2086.62,115.9233,63.2309,Standard
Block12023roomtypes.xls,RoomSales,485,2023-01-01,2023-04-02,60,2023-02-06,0.1538,4,4,0,0,0,2,24,595.24,148.81,24.8017,444.79,111.1975,18.5329,Suite
Block12023roomtypes.xls,RoomSales,493,2023-01-01,2023-04-02,60,2023-02-07,0.8529,29,27,2,0,0,1,33,3142.26,108.3538,95.22,3024.11,104.2797,91.6397,Standard
Block12023roomtypes.xls,RoomSales,498,2023-01-01,2023-04-02,60,2023-02-07,0.2692,7,7,0,0,0,2,24,1159.05,165.5786,48.2938,1159.05,165.5786,48.2938,Suite
Block12023roomtypes.xls,RoomSales,506,2023-01-01,2023-04-02,60,2023-02-08,0.7647,26,24,2,0,0,2,32,2748.0,105.6923,85.875,2748.0,105.6923,85.875,Standard
Block12023roomtypes.xls,RoomSales,511,2023-01-01,2023-04-02,60,2023-02-08,0.5,13,13,0,0,0,2,24,1452.93,111.7638,60.5388,1452.93,111.7638,60.5388,Suite
Block12023roomtypes.xls,RoomSales,519,2023-01-01,2023-04-02,60,2023-02-09,0.7647,26,24,2,0,0,2,32,2803.52,107.8277,87.61,2803.52,107.8277,87.61,Standard
Block12023roomtypes.xls,RoomSales,524,2023-01-01,2023-04-02,60,2023-02-09,0.4615,12,12,0,0,0,1,25,1605.25,133.7708,64.21,1605.25,133.7708,64.21,Suite
Block12023roomtypes.xls,RoomSales,532,2023-01-01,2023-04-02,60,2023-02-10,0.7647,26,22,4,0,0,2,32,3631.58,139.6762,113.4869,3591.58,138.1377,112.2369,Standard
Block12023roomtypes.xls,RoomSales,537,2023-01-01,2023-04-02,60,2023-02-10,0.7308,19,17,2,0,0,2,24,3314.96,174.4716,138.1233,3236.21,170.3268,134.8421,Suite
Block12023roomtypes.xls,RoomSales,545,2023-01-01,2023-04-02,60,2023-02-11,1.0,34,30,4,0,0,0,34,4966.57,146.0756,146.0756,4966.57,146.0756,146.0756,Standard
Block12023roomtypes.xls,RoomSales,550,2023-01-01,2023-04-02,60,2023-02-11,0.9615,25,23,2,0,0,1,25,4333.1,173.324,173.324,4333.1,173.324,173.324,Suite
Block12023roomtypes.xls,RoomSales,558,2023-01-01,2023-04-02,60,2023-02-12,0.2941,10,10,0,0,0,1,33,1096.99,109.699,33.2421,1096.99,109.699,33.2421,Standard
Block12023roomtypes.xls,RoomSales,563,2023-01-01,2023-04-02,60,2023-02-12,0.1538,4,4,0,0,0,3,23,494.38,123.595,21.4948,494.38,123.595,21.4948,Suite
Block12023roomtypes.xls,RoomSales,571,2023-01-01,2023-04-02,60,2023-02-13,0.4706,16,16,0,0,0,0,34,2113.89,132.1181,62.1732,2113.89,132.1181,62.1732,Standard
Block12023roomtypes.xls,RoomSales,576,2023-01-01,2023-04-02,60,2023-02-13,0.2308,6,6,0,0,0,2,24,820.15,136.6917,34.1729,820.15,136.6917,34.1729,Suite
Block12023roomtypes.xls,RoomSales,584,2023-01-01,2023-04-02,60,2023-02-14,0.7059,24,24,0,0,0,0,34,2846.24,118.5933,83.7129,2846.24,118.5933,83.7129,Standard
Block12023roomtypes.xls,RoomSales,589,2023-01-01,2023-04-02,60,2023-02-14,0.6154,16,16,0,0,0,1,25,2069.11,129.3194,82.7644,1890.11,118.1319,75.6044,Suite
Block12023roomtypes.xls,RoomSales,597,2023-01-01,2023-04-02,60,2023-02-15,0.3529,12,11,1,0,0,1,33,2241.02,186.7517,67.9097,642.6,53.55,19.4727,Standard
Block12023roomtypes.xls,RoomSales,602,2023-01-01,2023-04-02,60,2023-02-15,0.3462,9,9,0,0,0,5,21,2696.41,299.6011,128.4005,1680.95,186.7722,80.0452,Suite
Block12023roomtypes.xls,RoomSales,610,2023-01-01,2023-04-02,60,2023-02-16,0.5,17,16,1,0,0,0,34,2286.57,134.5041,67.2521,2286.57,134.5041,67.2521,Standard
Block12023roomtypes.xls,RoomSales,615,2023-01-01,2023-04-02,60,2023-02-16,0.3846,10,10,0,0,0,2,24,1250.81,125.081,52.1171,1250.81,125.081,52.1171,Suite
Block12023roomtypes.xls,RoomSales,623,2023-01-01,2023-04-02,60,2023-02-17,0.9706,33,30,3,0,0,0,34,4156.61,125.9579,122.2532,4156.61,125.9579,122.2532,Standard
Block12023roomtypes.xls,RoomSales,628,2023-01-01,2023-04-02,60,2023-02-17,0.9615,25,22,3,0,0,0,26,3572.47,142.8988,137.4027,3572.47,142.8988,137.4027,Suite
Block12023roomtypes.xls,RoomSales,636,2023-01-01,2023-04-02,60,2023-02-18,0.9706,33,24,9,0,0,0,34,4101.37,124.2839,120.6285,4101.37,124.2839,120.6285,Standard
Block12023roomtypes.xls,RoomSales,641,2023-01-01,2023-04-02,60,2023-02-18,1.0,26,22,4,0,0,0,26,3933.05,151.2712,151.2712,3933.05,151.2712,151.2712,Suite
Block12023roomtypes.xls,RoomSales,649,2023-01-01,2023-04-02,60,2023-02-19,0.8529,29,29,0,0,0,0,34,3763.39,129.7721,110.6879,3763.39,129.7721,110.6879,Standard
Block12023roomtypes.xls,RoomSales,654,2023-01-01,2023-04-02,60,2023-02-19,0.8846,23,23,0,0,0,0,26,3427.51,149.0222,131.8273,2999.51,130.4135,115.3658,Suite
Block12023roomtypes.xls,RoomSales,662,2023-01-01,2023-04-02,60,2023-02-20,0.5882,20,20,0,0,0,2,32,2545.74,127.287,79.5544,2545.74,127.287,79.5544,Standard
Block12023roomtypes.xls,RoomSales,667,2023-01-01,2023-04-02,60,2023-02-20,0.6154,16,16,0,0,0,1,25,2357.72,147.3575,94.3088,2357.72,147.3575,94.3088,Suite
Block12023roomtypes.xls,RoomSales,675,2023-01-01,2023-04-02,60,2023-02-21,0.3824,13,13,0,0,0,0,34,1612.19,124.0146,47.4174,1612.19,124.0146,47.4174,Standard
Block12023roomtypes.xls,RoomSales,680,2023-01-01,2023-04-02,60,2023-02-21,0.5769,15,15,0,0,0,0,26,2054.03,136.9353,79.0012,2054.03,136.9353,79.0012,Suite
Block12023roomtypes.xls,RoomSales,688,2023-01-01,2023-04-02,60,2023-02-22,0.5588,19,19,0,0,1,1,33,3065.79,161.3574,92.9027,2833.23,149.1174,85.8555,Standard
Block12023roomtypes.xls,RoomSales,693,2023-01-01,2023-04-02,60,2023-02-22,0.7308,19,19,0,0,0,0,26,2561.97,134.8405,98.5373,2198.27,115.6984,84.5488,Suite
Block12023roomtypes.xls,RoomSales,701,2023-01-01,2023-04-02,60,2023-02-23,0.4412,15,15,0,0,0,0,34,2318.63,154.5753,68.195,2318.63,154.5753,68.195,Standard
Block12023roomtypes.xls,RoomSales,706,2023-01-01,2023-04-02,60,2023-02-23,0.4615,12,12,0,0,0,4,22,1532.63,127.7192,69.665,1532.63,127.7192,69.665,Suite
Block12023roomtypes.xls,RoomSales,714,2023-01-01,2023-04-02,60,2023-02-24,0.9706,33,26,7,0,0,0,34,4298.51,130.2579,126.4268,4298.51,130.2579,126.4268,Standard
Block12023roomtypes.xls,RoomSales,719,2023-01-01,2023-04-02,60,2023-02-24,1.0,26,22,4,0,0,0,26,3875.48,149.0569,149.0569,3875.48,149.0569,149.0569,Suite
Block12023roomtypes.xls,RoomSales,727,2023-01-01,2023-04-02,60,2023-02-25,1.0,34,34,0,0,0,0,34,4935.53,145.1626,145.1626,4935.53,145.1626,145.1626,Standard
Block12023roomtypes.xls,RoomSales,732,2023-01-01,2023-04-02,60,2023-02-25,0.8846,23,23,0,0,0,0,26,3408.74,148.2061,131.1054,3265.87,141.9943,125.6104,Suite
Block12023roomtypes.xls,RoomSales,740,2023-01-01,2023-04-02,60,2023-02-26,0.2353,8,8,0,0,0,5,29,1135.02,141.8775,39.1386,1008.37,126.0463,34.7714,Standard
Block12023roomtypes.xls,RoomSales,745,2023-01-01,2023-04-02,60,2023-02-26,0.2308,6,6,0,0,0,14,12,1125.68,187.6133,93.8067,1125.68,187.6133,93.8067,Suite
Block12023roomtypes.xls,RoomSales,753,2023-01-01,2023-04-02,60,2023-02-27,0.1471,5,5,0,0,1,5,29,994.73,198.946,34.301,644.76,128.952,22.2331,Standard
Block12023roomtypes.xls,RoomSales,758,2023-01-01,2023-04-02,60,2023-02-27,0.2692,7,7,0,0,1,8,18,785.88,112.2686,43.66,785.88,112.2686,43.66,Suite
Block12023roomtypes.xls,RoomSales,766,2023-01-01,2023-04-02,60,2023-02-28,0.1471,5,5,0,0,1,3,31,697.08,139.416,22.4865,697.08,139.416,22.4865,Standard
Block12023roomtypes.xls,RoomSales,771,2023-01-01,2023-04-02,60,2023-02-28,0.1923,5,5,0,0,0,2,24,534.11,106.822,22.2546,534.11,106.822,22.2546,Suite
Block12023roomtypes.xls,RoomSales,779,2023-01-01,2023-04-02,60,2023-03-01,0.2647,9,9,0,0,0,2,32,1869.97,207.7744,58.4366,1869.97,207.7744,58.4366,Standard
Block12023roomtypes.xls,RoomSales,784,2023-01-01,2023-04-02,60,2023-03-01,0.3462,9,9,0,2,0,1,25,840.58,93.3978,33.6232,840.58,93.3978,33.6232,Suite
Block12023roomtypes.xls,RoomSales,792,2023-01-01,2023-04-02,60,2023-03-02,0.4118,14,13,1,0,0,2,32,2120.28,151.4486,66.2588,2120.28,151.4486,66.2588,Standard
Block12023roomtypes.xls,RoomSales,797,2023-01-01,2023-04-02,60,2023-03-02,0.2692,7,6,1,0,0,1,25,787.1,112.4429,31.484,787.1,112.4429,31.484,Suite
Block12023roomtypes.xls,RoomSales,805,2023-01-01,2023-04-02,60,2023-03-03,0.9118,31,13,18,0,1,0,34,3972.32,128.1394,116.8329,3972.32,128.1394,116.8329,Standard
Block12023roomtypes.xls,RoomSales,810,2023-01-01,2023-04-02,60,2023-03-03,0.9231,24,11,13,0,1,1,25,3249.87,135.4112,129.9948,3249.87,135.4112,129.9948,Suite
Block12023roomtypes.xls,RoomSales,818,2023-01-01,2023-04-02,60,2023-03-04,0.9118,31,13,18,0,0,0,34,3913.35,126.2371,115.0985,3913.35,126.2371,115.0985,Standard
Block12023roomtypes.xls,RoomSales,823,2023-01-01,2023-04-02,60,2023-03-04,1.0,26,10,16,0,0,0,26,3612.22,138.9315,138.9315,3612.22,138.9315,138.9315,Suite
Block12023roomtypes.xls,RoomSales,831,2023-01-01,2023-04-02,60,2023-03-05,0.0882,3,3,0,0,0,0,34,326.52,108.84,9.6035,326.52,108.84,9.6035,Standard
Block12023roomtypes.xls,RoomSales,836,2023-01-01,2023-04-02,60,2023-03-05,0.1154,3,3,0,0,0,2,24,417.49,139.1633,17.3954,417.49,139.1633,17.3954,Suite
Block12023roomtypes.xls,RoomSales,844,2023-01-01,2023-04-02,60,2023-03-06,0.4118,14,14,0,0,0,1,33,1586.94,113.3529,48.0891,1586.94,113.3529,48.0891,Standard
Block12023roomtypes.xls,RoomSales,849,2023-01-01,2023-04-02,60,2023-03-06,0.3846,10,10,0,0,0,2,24,1220.77,122.077,50.8654,1220.77,122.077,50.8654,Suite
Block12023roomtypes.xls,RoomSales,857,2023-01-01,2023-04-02,60,2023-03-07,0.5294,18,18,0,0,0,0,34,2032.67,112.9261,59.7844,2032.67,112.9261,59.7844,Standard
Block12023roomtypes.xls,RoomSales,862,2023-01-01,2023-04-02,60,2023-03-07,0.4615,12,12,0,0,0,2,24,1500.52,125.0433,62.5217,1500.52,125.0433,62.5217,Suite
Block12023roomtypes.xls,RoomSales,870,2023-01-01,2023-04-02,60,2023-03-08,0.3529,12,12,0,0,0,1,33,1551.12,129.26,47.0036,1551.12,129.26,47.0036,Standard
Block12023roomtypes.xls,RoomSales,875,2023-01-01,2023-04-02,60,2023-03-08,0.4615,12,12,0,0,0,1,25,1435.69,119.6408,57.4276,1435.69,119.6408,57.4276,Suite
Block12023roomtypes.xls,RoomSales,883,2023-01-01,2023-04-02,60,2023-03-09,0.5,17,17,0,0,0,0,34,2164.52,127.3247,63.6624,2164.52,127.3247,63.6624,Standard
Block12023roomtypes.xls,RoomSales,888,2023-01-01,2023-04-02,60,2023-03-09,0.4231,11,11,0,0,0,2,24,1449.53,131.7755,60.3971,1449.53,131.7755,60.3971,Suite
Block12023roomtypes.xls,RoomSales,896,2023-01-01,2023-04-02,60,2023-03-10,0.8235,28,25,3,0,0,0,34,3894.41,139.0861,114.5415,3894.41,139.0861,114.5415,Standard
Block12023roomtypes.xls,RoomSales,901,2023-01-01,2023-04-02,60,2023-03-10,0.6923,18,17,1,0,0,1,25,2934.73,163.0406,117.3892,2934.73,163.0406,117.3892,Suite
Block12023roomtypes.xls,RoomSales,909,2023-01-01,2023-04-02,60,2023-03-11,0.9412,32,26,6,0,0,0,34,4545.69,142.0528,133.6968,4545.69,142.0528,133.6968,Standard
Block12023roomtypes.xls,RoomSales,914,2023-01-01,2023-04-02,60,2023-03-11,0.9615,25,24,1,0,0,1,25,4340.52,173.6208,173.6208,4340.52,173.6208,173.6208,Suite
Block12023roomtypes.xls,RoomSales,922,2023-01-01,2023-04-02,60,2023-03-12,0.0882,3,3,0,0,0,4,30,428.17,142.7233,14.2723,428.17,142.7233,14.2723,Standard
Block12023roomtypes.xls,RoomSales,927,2023-01-01,2023-04-02,60,2023-03-12,0.1538,4,4,0,0,0,12,14,487.22,121.805,34.8014,472.22,118.055,33.73,Suite
Block12023roomtypes.xls,RoomSales,935,2023-01-01,2023-04-02,60,2023-03-13,0.2353,8,8,0,0,1,0,34,1215.09,151.8862,35.7379,1215.09,151.8862,35.7379,Standard
Block12023roomtypes.xls,RoomSales,940,2023-01-01,2023-04-02,60,2023-03-13,0.2692,7,7,0,0,0,2,24,876.34,125.1914,36.5142,876.34,125.1914,36.5142,Suite
