business_date,guest_source_available,guest_arrivals_total,guest_arrival_checked_out,guest_arrival_cancelled,guest_arrival_no_show,guest_arrival_wait_list,guest_arrival_avg_rate,guest_arrival_median_rate,guest_arrival_avg_nights,guest_arrival_median_nights,guest_arrival_total_booked_room_nights,guest_arrival_avg_adults,guest_arrival_duplicate_source_occurrences,guest_arrival_checked_out_share,guest_arrival_cancelled_share,guest_arrival_no_show_share,guest_arrival_wait_list_share,guest_market_segment_bar_arrivals,guest_market_segment_corp_group_arrivals,guest_market_segment_corporate_arrivals,guest_market_segment_discount_arrivals,guest_market_segment_leisure_arrivals,guest_market_segment_local_corp_arrivals,guest_market_segment_missing_arrivals,guest_market_segment_negotiated_arrivals,guest_market_segment_package_arrivals,guest_market_segment_social_grp_arrivals,guest_market_segment_weddings_arrivals,guest_market_segment_wholesale_arrivals,guest_market_segment_wholesale_arrival_share,guest_market_segment_discount_arrival_share,guest_market_segment_weddings_arrival_share,guest_market_segment_bar_arrival_share,guest_market_segment_social_grp_arrival_share,guest_market_segment_corp_group_arrival_share,guest_market_segment_corporate_arrival_share,guest_market_segment_local_corp_arrival_share,guest_market_segment_negotiated_arrival_share,guest_market_segment_package_arrival_share,guest_market_segment_leisure_arrival_share,guest_market_segment_missing_arrival_share,guest_room_type_dksns_arrivals,guest_room_type_hkns_arrivals,guest_room_type_hkobns_arrivals,guest_room_type_kesns_arrivals,guest_room_type_kfns_arrivals,guest_room_type_kns_arrivals,guest_room_type_kobns_arrivals,guest_room_type_kssns_arrivals,guest_room_type_qqns_arrivals,guest_room_type_qqobns_arrivals,guest_room_type_kns_arrival_share,guest_room_type_qqns_arrival_share,guest_room_type_qqobns_arrival_share,guest_room_type_kfns_arrival_share,guest_room_type_kssns_arrival_share,guest_room_type_kobns_arrival_share,guest_room_type_kesns_arrival_share,guest_room_type_dksns_arrival_share,guest_room_type_hkns_arrival_share,guest_room_type_hkobns_arrival_share,guest_stay_room_nights_proxy,guest_stay_avg_rate,guest_stay_revenue_proxy,guest_stay_avg_adults
2025-01-26,1,10.0,9.0,1.0,0.0,0.0,117.066,111.885,1.4,1.0,14.0,1.7,15.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.0,0.0,0.0,21,107.77381,2263.25,1.666667
2025-01-27,1,13.0,12.0,1.0,0.0,0.0,103.022308,109.0,5.615385,2.0,73.0,1.153846,18.0,0.923077,0.076923,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.538462,0.384615,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.153846,0.076923,0.230769,0.153846,0.076923,0.076923,0.153846,0.0,0.0,0.076923,17,101.218235,1720.71,1.470588
2025-01-28,1,10.0,10.0,0.0,0.0,0.0,113.4,109.0,1.4,1.0,14.0,1.6,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.2,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,0.4,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,21,108.48619,2278.21,1.380952
2025-01-29,1,18.0,16.0,2.0,0.0,0.0,129.980556,112.19,1.5,1.0,27.0,1.277778,20.0,0.888889,0.111111,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.333333,0.333333,0.0,0.277778,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,2.0,0.0,2.0,0.5,0.0,0.111111,0.111111,0.111111,0.111111,0.055556,0.0,0.0,0.0,25,119.6168,2990.42,1.28
2025-01-30,1,18.0,16.0,2.0,0.0,0.0,147.508333,158.265,1.722222,1.5,31.0,1.611111,29.0,0.888889,0.111111,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.277778,0.555556,0.055556,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,4.0,2.0,0.166667,0.222222,0.111111,0.222222,0.111111,0.111111,0.0,0.055556,0.0,0.0,28,138.854286,3887.92,1.464286
2025-01-31,1,48.0,38.0,5.0,5.0,0.0,122.434167,120.41,1.645833,2.0,79.0,1.729167,70.0,0.791667,0.104167,0.104167,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.604167,0.1875,0.0625,0.145833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,14.0,1.0,3.0,12.0,6.0,0.291667,0.25,0.125,0.145833,0.0625,0.020833,0.0625,0.0,0.020833,0.020833,53,132.379434,7016.11,1.679245
2025-02-01,1,34.0,30.0,3.0,1.0,0.0,135.332353,122.11,1.441176,1.0,49.0,2.058824,75.0,0.882353,0.088235,0.029412,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.705882,0.205882,0.0,0.058824,0.029412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,3.0,3.0,10.0,4.0,0.205882,0.294118,0.117647,0.088235,0.088235,0.088235,0.088235,0.029412,0.0,0.0,59,132.616949,7824.4,1.881356
2025-02-02,1,11.0,10.0,0.0,1.0,0.0,81.240909,90.12,1.363636,1.0,15.0,1.363636,18.0,0.909091,0.0,0.090909,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.454545,0.272727,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,0.363636,0.272727,0.090909,0.090909,0.090909,0.0,0.090909,0.0,0.0,0.0,22,103.958182,2287.08,1.454545
2025-02-03,1,15.0,14.0,1.0,0.0,0.0,115.435333,100.78,2.133333,2.0,32.0,1.4,18.0,0.933333,0.066667,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.466667,0.4,0.0,0.133333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,0.333333,0.066667,0.133333,0.2,0.066667,0.066667,0.133333,0.0,0.0,0.0,23,115.61087,2659.05,1.304348
2025-02-04,1,13.0,11.0,2.0,0.0,0.0,98.716154,99.96,1.769231,1.0,23.0,1.615385,15.0,0.846154,0.153846,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.615385,0.230769,0.0,0.153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,3.0,1.0,0.307692,0.230769,0.076923,0.153846,0.230769,0.0,0.0,0.0,0.0,0.0,25,117.3564,2933.91,1.4
2025-02-05,1,16.0,13.0,2.0,1.0,0.0,120.4925,108.91,1.75,1.0,28.0,1.4375,20.0,0.8125,0.125,0.0625,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1875,0.375,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0,1.0,0.0,0.4375,0.0625,0.0,0.125,0.1875,0.0,0.125,0.0,0.0,0.0625,27,128.333333,3465.0,1.407407
2025-02-06,1,13.0,12.0,1.0,0.0,0.0,113.33,109.53,1.076923,1.0,14.0,1.692308,17.0,0.923077,0.076923,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.538462,0.384615,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,0.153846,0.0,0.307692,0.153846,0.307692,0.0,0.0,0.076923,0.0,0.0,27,123.326296,3329.81,1.481481
2025-02-07,1,29.0,23.0,6.0,0.0,0.0,128.907241,119.67,1.448276,1.0,42.0,1.655172,36.0,0.793103,0.206897,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.62069,0.241379,0.034483,0.068966,0.034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,1.0,4.0,11.0,1.0,0.206897,0.37931,0.034483,0.103448,0.137931,0.034483,0.068966,0.034483,0.0,0.0,32,128.269062,4104.61,1.4375
2025-02-08,1,51.0,42.0,9.0,0.0,0.0,111.907255,129.29,1.02,1.0,51.0,1.647059,91.0,0.823529,0.176471,0.0,0.0,13.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.411765,0.27451,0.0,0.254902,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,10.0,3.0,7.0,9.0,11.0,0.196078,0.176471,0.215686,0.117647,0.137255,0.058824,0.039216,0.019608,0.019608,0.019608,56,114.4025,6406.54,1.517857
2025-02-09,1,8.0,7.0,0.0,1.0,0.0,119.685,108.885,1.5,1.0,12.0,1.5,12.0,0.875,0.0,0.125,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.625,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.25,0.125,0.0,0.375,0.0,0.125,0.125,0.0,0.0,0.0,14,126.234286,1767.28,1.285714
2025-02-10,1,14.0,14.0,0.0,0.0,0.0,120.384286,106.44,3.142857,3.0,44.0,1.5,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.571429,0.357143,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,5.0,0.285714,0.0,0.357143,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,17,132.145882,2246.48,1.411765
2025-02-11,1,11.0,8.0,2.0,1.0,0.0,135.574545,143.1,1.363636,1.0,15.0,1.454545,12.0,0.727273,0.181818,0.090909,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.272727,0.545455,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,0.272727,0.0,0.090909,0.363636,0.090909,0.0,0.181818,0.0,0.0,0.0,22,128.107727,2818.37,1.454545
2025-02-12,1,10.0,9.0,1.0,0.0,0.0,105.673,104.89,1.3,1.0,13.0,1.4,12.0,0.9,0.1,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.0,23,126.084348,2899.94,1.434783
2025-02-13,1,18.0,15.0,2.0,1.0,0.0,169.510556,122.075,1.388889,1.0,25.0,1.722222,27.0,0.833333,0.111111,0.055556,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.555556,0.388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,5.0,3.0,0.166667,0.277778,0.166667,0.166667,0.0,0.166667,0.055556,0.0,0.0,0.0,25,156.5668,3914.17,1.48
2025-02-14,1,59.0,53.0,6.0,0.0,0.0,163.072542,147.34,1.474576,1.0,87.0,1.881356,105.0,0.898305,0.101695,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,0.355932,0.271186,0.0,0.050847,0.0,0.0,0.0,0.0,0.0,0.322034,0.0,0.0,1.0,1.0,1.0,4.0,5.0,15.0,2.0,5.0,14.0,11.0,0.254237,0.237288,0.186441,0.084746,0.084746,0.033898,0.067797,0.016949,0.016949,0.016949,60,164.3505,9861.03,1.883333
2025-02-15,1,50.0,36.0,9.0,5.0,0.0,147.4494,137.995,1.16,1.0,58.0,1.66,80.0,0.72,0.18,0.1,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,25.0,0.5,0.18,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,1.0,3.0,8.0,11.0,3.0,2.0,11.0,10.0,0.22,0.22,0.2,0.16,0.04,0.06,0.06,0.0,0.02,0.02,56,148.363036,8308.33,1.767857
2025-02-16,1,31.0,22.0,4.0,5.0,0.0,131.783871,122.9,1.193548,1.0,37.0,1.870968,55.0,0.709677,0.129032,0.16129,0.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.451613,0.354839,0.0,0.129032,0.032258,0.0,0.0,0.0,0.0,0.0,0.032258,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,4.0,6.0,7.0,0.193548,0.193548,0.225806,0.064516,0.129032,0.129032,0.064516,0.0,0.0,0.0,33,126.838182,4185.66,1.909091
2025-02-17,1,19.0,18.0,1.0,0.0,0.0,114.96,109.0,2.105263,1.0,40.0,1.631579,22.0,0.947368,0.052632,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.578947,0.368421,0.052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,0.157895,0.105263,0.263158,0.052632,0.157895,0.105263,0.105263,0.0,0.0,0.052632,20,110.9335,2218.67,1.65
2025-02-18,1,23.0,21.0,2.0,0.0,0.0,106.956522,96.05,1.608696,1.0,37.0,1.608696,39.0,0.913043,0.086957,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.521739,0.391304,0.0,0.043478,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,5.0,5.0,0.217391,0.217391,0.217391,0.173913,0.086957,0.043478,0.043478,0.0,0.0,0.0,31,109.506452,3394.7,1.677419
2025-02-19,1,23.0,21.0,2.0,0.0,0.0,113.203043,106.7,1.347826,1.0,31.0,1.695652,34.0,0.913043,0.086957,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.695652,0.217391,0.0,0.086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,6.0,4.0,0.173913,0.26087,0.173913,0.086957,0.086957,0.086957,0.043478,0.043478,0.043478,0.0,38,110.341842,4192.99,1.684211
2025-02-20,1,33.0,32.0,0.0,1.0,0.0,103.296667,98.66,1.575758,1.0,52.0,1.69697,64.0,0.969697,0.0,0.030303,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.69697,0.242424,0.0,0.060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,1.0,3.0,9.0,4.0,0.333333,0.272727,0.121212,0.121212,0.090909,0.030303,0.030303,0.0,0.0,0.0,46,107.829348,4960.15,1.717391
2025-02-21,1,57.0,48.0,8.0,1.0,0.0,137.418772,123.65,1.421053,1.0,81.0,1.77193,107.0,0.842105,0.140351,0.017544,0.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.561404,0.385965,0.0,0.035088,0.017544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,10.0,9.0,4.0,13.0,9.0,0.175439,0.22807,0.157895,0.122807,0.070175,0.157895,0.035088,0.017544,0.017544,0.017544,59,135.304068,7982.94,1.762712
2025-02-22,1,49.0,42.0,6.0,1.0,0.0,138.417755,135.49,1.061224,1.0,52.0,1.979592,101.0,0.857143,0.122449,0.020408,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.693878,0.265306,0.0,0.020408,0.0,0.0,0.0,0.0,0.020408,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,4.0,4.0,14.0,6.0,0.204082,0.285714,0.122449,0.142857,0.081633,0.081633,0.061224,0.0,0.0,0.020408,59,135.082373,7969.86,1.932203
2025-02-23,1,8.0,8.0,0.0,0.0,0.0,105.56,88.77,1.5,1.5,12.0,1.375,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.375,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0.0,11,106.08,1166.88,1.454545
2025-02-24,1,28.0,25.0,3.0,0.0,0.0,110.525,109.0,1.785714,1.0,50.0,1.321429,30.0,0.892857,0.107143,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.25,0.392857,0.0,0.035714,0.178571,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,1.0,4.0,1.0,5.0,0.428571,0.035714,0.178571,0.071429,0.142857,0.035714,0.107143,0.0,0.0,0.0,29,102.765517,2980.2,1.310345
2025-02-25,1,14.0,14.0,0.0,0.0,0.0,118.605714,118.78,1.785714,1.5,25.0,1.714286,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.428571,0.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,0.357143,0.142857,0.142857,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,22,111.258182,2447.68,1.636364
2025-02-26,1,21.0,21.0,0.0,0.0,0.0,108.420476,97.68,1.380952,1.0,29.0,1.428571,26.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.333333,0.52381,0.0,0.095238,0.047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,2.0,5.0,2.0,0.380952,0.238095,0.095238,0.095238,0.095238,0.047619,0.0,0.047619,0.0,0.0,35,106.439714,3725.39,1.485714
2025-02-27,1,21.0,18.0,3.0,0.0,0.0,102.22381,87.77,1.52381,1.0,32.0,1.52381,50.0,0.857143,0.142857,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,0.619048,0.047619,0.047619,0.142857,0.047619,0.047619,0.047619,0.0,0.0,0.0,32,107.324375,3434.38,1.5
2025-02-28,1,52.0,44.0,8.0,0.0,0.0,122.611538,115.17,1.384615,1.0,72.0,1.769231,180.0,0.846154,0.153846,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,0.519231,0.403846,0.019231,0.019231,0.019231,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,11.0,4.0,7.0,16.0,5.0,0.211538,0.307692,0.096154,0.076923,0.134615,0.076923,0.057692,0.019231,0.0,0.019231,53,119.879245,6353.6,1.773585
2025-03-01,1,52.0,43.0,9.0,0.0,0.0,142.869615,137.7,1.019231,1.0,53.0,1.903846,107.0,0.826923,0.173077,0.0,0.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.461538,0.384615,0.019231,0.134615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,8.0,3.0,6.0,13.0,12.0,0.153846,0.25,0.230769,0.076923,0.115385,0.057692,0.057692,0.038462,0.019231,0.0,60,130.768833,7846.13,1.833333
2025-03-02,1,8.0,8.0,0.0,0.0,0.0,99.12125,92.93,1.625,1.0,13.0,1.375,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.5,0.0,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0,11,101.006364,1111.07,1.363636
2025-03-03,1,39.0,35.0,3.0,0.0,1.0,114.838462,106.7,2.923077,3.0,114.0,1.435897,46.0,0.897436,0.076923,0.0,0.025641,4.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.435897,0.25641,0.0,0.102564,0.0,0.0,0.0,0.205128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,13.0,2.0,3.0,5.0,6.0,0.333333,0.128205,0.153846,0.153846,0.076923,0.051282,0.076923,0.025641,0.0,0.0,37,108.814595,4026.14,1.432432
2025-03-04,1,11.0,9.0,0.0,2.0,0.0,111.775455,108.44,2.0,2.0,22.0,1.545455,15.0,0.818182,0.0,0.181818,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.545455,0.272727,0.0,0.090909,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.272727,0.090909,0.090909,0.181818,0.090909,0.090909,0.090909,0.0,0.0,0.090909,35,115.610571,4046.37,1.428571
2025-03-05,1,13.0,13.0,0.0,0.0,0.0,118.004615,115.17,1.461538,1.0,19.0,1.307692,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.461538,0.230769,0.230769,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,0.076923,0.461538,0.153846,0.076923,0.153846,0.0,0.076923,0.0,0.0,0.0,39,117.300513,4574.72,1.333333
2025-03-06,1,9.0,9.0,0.0,0.0,0.0,118.638889,105.82,1.0,1.0,9.0,1.333333,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.222222,0.555556,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.333333,0.111111,0.111111,0.111111,0.111111,0.222222,0.0,0.0,0.0,0.0,35,118.398286,4143.94,1.257143
2025-03-07,1,70.0,58.0,12.0,0.0,0.0,137.493,122.27,1.314286,1.0,92.0,1.742857,119.0,0.828571,0.171429,0.0,0.0,2.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.557143,0.285714,0.028571,0.028571,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,17.0,4.0,6.0,16.0,14.0,0.242857,0.228571,0.2,0.1,0.085714,0.057143,0.042857,0.014286,0.014286,0.014286,60,135.573,8134.38,1.766667
2025-03-08,1,46.0,40.0,6.0,0.0,0.0,163.810652,173.4,1.043478,1.0,48.0,1.304348,50.0,0.869565,0.130435,0.0,0.0,1.0,26.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.217391,0.195652,0.0,0.021739,0.0,0.565217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,12.0,4.0,3.0,7.0,12.0,0.26087,0.152174,0.26087,0.108696,0.065217,0.086957,0.0,0.021739,0.021739,0.021739,59,155.194576,9156.48,1.491525
2025-03-09,1,28.0,18.0,10.0,0.0,0.0,97.675714,84.505,1.518519,1.0,41.0,1.785714,36.0,0.642857,0.357143,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.714286,0.107143,0.035714,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,11.0,2.0,3.0,4.0,3.0,0.392857,0.142857,0.107143,0.071429,0.107143,0.071429,0.035714,0.071429,0.0,0.0,19,88.476316,1681.05,1.631579
2025-03-10,1,31.0,28.0,3.0,0.0,0.0,109.69,94.85,2.419355,2.0,75.0,1.451613,44.0,0.903226,0.096774,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.677419,0.096774,0.0,0.0,0.0,0.225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,2.0,11.0,7.0,0.193548,0.354839,0.225806,0.064516,0.064516,0.064516,0.032258,0.0,0.0,0.0,32,102.680625,3285.78,1.46875
2025-03-11,1,14.0,14.0,0.0,0.0,0.0,106.021429,95.275,1.571429,1.0,22.0,1.642857,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.642857,0.285714,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,0.0,0.357143,0.142857,0.0,0.142857,0.142857,0.071429,0.071429,0.0,0.0,0.071429,31,98.454516,3052.09,1.580645
2025-03-12,1,27.0,25.0,1.0,1.0,0.0,105.226296,87.77,1.888889,1.0,51.0,1.518519,45.0,0.925926,0.037037,0.037037,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.333333,0.296296,0.0,0.333333,0.0,0.0,0.0,0.0,0.037037,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,2.0,4.0,3.0,6.0,0.259259,0.111111,0.222222,0.074074,0.148148,0.074074,0.074074,0.037037,0.0,0.0,37,101.287027,3747.62,1.540541
