business_date,pricing_model,is_flagged_quality_row,data_quality_flag_type,target_rooms_sold,property_total_rooms,forecast_rooms_sold,forecast_occupancy_rate,demand_band,pricing_reference_adr,pricing_adjustment_rate,recommended_adr,historical_adr_net,recommended_vs_reference_adr_delta,recommended_vs_historical_adr_delta,historical_room_revenue_net,simulated_revenue_at_actual_rooms,forecast_revenue_at_recommended_adr,simulated_revenue_delta_at_actual_rooms,data_quality_review_note
2025-01-01,xgboost,0,,11,60,37.76689910888672,0.6294483184814453,neutral,141.07,0.0,141.07,141.0682,0.0,0.0,1551.75,1551.77,5327.78,0.02,
2025-01-02,xgboost,0,,15,60,22.38960075378418,0.3731600125630697,low,134.73,-0.08,123.95,134.7313,-10.78,-10.78,2020.97,1859.25,2775.19,-161.72,
2025-01-03,xgboost,0,,17,60,32.962276458740234,0.5493712743123372,moderately_low,103.92,-0.04,99.76,103.9247,-4.16,-4.16,1766.72,1695.92,3288.32,-70.8,
2025-01-04,xgboost,0,,22,60,30.321081161499023,0.5053513526916504,moderately_low,139.99,-0.04,134.39,139.985,-5.6,-5.6,3079.67,2956.58,4074.85,-123.09,
2025-01-05,xgboost,1,zero_rooms_sold,0,60,16.90665626525879,0.2817776044209798,very_low,124.86,-0.12,109.88,0.0,-14.98,109.88,0.0,0.0,1857.7,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-06,xgboost,1,zero_rooms_sold,0,60,11.625959396362305,0.19376598993937175,very_low,120.7,-0.12,106.22,0.0,-14.48,106.22,0.0,0.0,1234.91,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-07,xgboost,1,zero_rooms_sold,0,60,16.85364532470703,0.2808940887451172,very_low,116.73,-0.12,102.72,0.0,-14.01,102.72,0.0,0.0,1731.21,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-08,xgboost,1,zero_rooms_sold,0,60,31.569469451904297,0.526157824198405,moderately_low,112.49,-0.04,107.99,0.0,-4.5,107.99,0.0,0.0,3409.19,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-09,xgboost,1,zero_rooms_sold,0,60,38.53639602661133,0.6422732671101888,neutral,108.71,0.0,108.71,0.0,0.0,108.71,318.68,0.0,4189.29,-318.68,"Zero rooms sold but nonzero net room revenue; likely revenue adjustment, late posting, or report anomaly."
2025-01-10,xgboost,1,zero_rooms_sold,0,60,41.265869140625,0.6877644856770834,neutral,104.77,0.0,104.77,0.0,0.0,104.77,0.0,0.0,4323.43,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-11,xgboost,1,zero_rooms_sold,0,60,40.7816047668457,0.6796934127807617,neutral,100.31,0.0,100.31,0.0,0.0,100.31,0.0,0.0,4090.8,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-12,xgboost,1,zero_rooms_sold,0,60,32.911930084228516,0.5485321680704752,moderately_low,95.2,-0.04,91.39,0.0,-3.81,91.39,0.0,0.0,3007.82,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-13,xgboost,1,zero_rooms_sold,0,60,32.087467193603516,0.5347911198933919,moderately_low,90.87,-0.04,87.24,0.0,-3.63,87.24,0.0,0.0,2799.31,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-14,xgboost,1,zero_rooms_sold,0,60,35.67485809326172,0.5945809682210287,moderately_low,86.88,-0.04,83.4,0.0,-3.48,83.4,0.0,0.0,2975.28,0.0,"Zero rooms sold and zero revenue; possible closure, outage, or raw report anomaly."
2025-01-15,xgboost,1,zero_rooms_sold,0,60,37.78053665161133,0.6296756108601888,neutral,82.62,0.0,82.62,0.0,0.0,82.62,0.0,0.0,3121.43,0.0,Zero rooms sold with out-of-order rooms present; possible partial closure or outage period.
2025-01-16,xgboost,0,,1,60,40.8037223815918,0.6800620396931966,neutral,109.0,0.0,109.0,109.0,0.0,0.0,109.0,109.0,4447.61,0.0,
2025-01-17,xgboost,0,,23,60,45.0981330871582,0.7516355514526367,moderately_high,129.26,0.04,134.43,129.257,5.17,5.17,2972.91,3091.89,6062.54,118.98,
2025-01-18,xgboost,0,,44,60,51.81232070922851,0.8635386784871418,high,150.16,0.08,162.17,150.1575,12.01,12.01,6606.93,7135.48,8402.4,528.55,
2025-01-19,xgboost,0,,13,60,36.86731719970703,0.6144552866617838,neutral,129.69,0.0,129.69,129.6938,0.0,-0.0,1686.02,1685.97,4781.32,-0.05,
2025-01-20,xgboost,0,,5,60,39.522830963134766,0.6587138493855794,neutral,172.89,0.0,172.89,172.89,0.0,0.0,864.45,864.45,6833.1,0.0,
2025-01-21,xgboost,0,,2,60,36.9066276550293,0.6151104609171549,neutral,164.1,0.0,164.1,164.095,0.0,0.0,328.19,328.2,6056.38,0.01,
2025-01-22,xgboost,0,,13,60,37.78650665283203,0.6297751108805338,neutral,132.66,0.0,132.66,132.6631,0.0,-0.0,1724.62,1724.58,5012.76,-0.04,
2025-01-23,xgboost,0,,14,60,44.122161865234375,0.7353693644205729,moderately_high,117.43,0.04,122.13,117.4293,4.7,4.7,1644.01,1709.82,5388.64,65.81,
2025-01-24,xgboost,0,,56,60,49.84653091430664,0.8307755152384441,high,130.93,0.08,141.4,130.93,10.47,10.47,7332.08,7918.4,7048.3,586.32,
2025-01-25,xgboost,0,,58,60,52.56555938720703,0.8760926564534505,high,127.68,0.08,137.89,127.68,10.21,10.21,7405.44,7997.62,7248.26,592.18,
2025-01-26,xgboost,0,,20,60,37.292388916015625,0.621539815266927,neutral,111.8,0.0,111.8,111.7975,0.0,0.0,2235.95,2236.0,4169.29,0.05,
2025-01-27,xgboost,0,,17,60,33.753692626953125,0.5625615437825521,moderately_low,99.92,-0.04,95.92,99.9247,-4.0,-4.0,1698.72,1630.64,3237.65,-68.08,
2025-01-28,xgboost,0,,21,60,28.93549919128418,0.48225831985473633,low,108.49,-0.08,99.81,108.4862,-8.68,-8.68,2278.21,2096.01,2888.05,-182.2,
2025-01-29,xgboost,0,,25,60,27.379365921020508,0.4563227653503418,low,118.25,-0.08,108.79,118.2484,-9.46,-9.46,2956.21,2719.75,2978.6,-236.46,
2025-01-30,xgboost,0,,28,60,35.86322784423828,0.5977204640706381,moderately_low,137.65,-0.04,132.14,137.6543,-5.51,-5.51,3854.32,3699.92,4738.97,-154.4,
2025-01-31,xgboost,0,,53,60,45.515438079833984,0.7585906346638998,moderately_high,133.38,0.04,138.72,133.3768,5.34,5.34,7068.97,7352.16,6313.9,283.19,
2025-02-01,xgboost,0,,59,60,51.47900390625,0.8579833984375,high,132.5,0.08,143.1,132.5019,10.6,10.6,7817.61,8442.9,7366.65,625.29,
2025-02-02,xgboost,0,,19,60,31.61133575439453,0.5268555959065755,moderately_low,116.99,-0.04,112.31,116.9889,-4.68,-4.68,2222.79,2133.89,3550.27,-88.9,
2025-02-03,xgboost,0,,23,60,30.81242561340332,0.5135404268900553,moderately_low,113.44,-0.04,108.9,113.437,-4.54,-4.54,2609.05,2504.7,3355.47,-104.35,
2025-02-04,xgboost,0,,25,60,33.09188461303711,0.5515314102172851,moderately_low,117.36,-0.04,112.67,117.3564,-4.69,-4.69,2933.91,2816.75,3728.46,-117.16,
2025-02-05,xgboost,0,,25,60,35.23863983154297,0.5873106638590495,moderately_low,127.76,-0.04,122.65,127.7608,-5.11,-5.11,3194.02,3066.25,4322.02,-127.77,
2025-02-06,xgboost,0,,26,60,42.20014190673828,0.703335698445638,moderately_high,125.28,0.04,130.29,125.2796,5.01,5.01,3257.27,3387.54,5498.26,130.27,
2025-02-07,xgboost,0,,31,60,54.10125350952149,0.9016875584920249,very_high,120.96,0.12,135.48,120.9616,14.52,14.52,3749.81,4199.88,7329.64,450.07,
2025-02-08,xgboost,0,,46,60,53.3846549987793,0.889744249979655,high,123.2,0.08,133.06,123.1996,9.86,9.86,5667.18,6120.76,7103.36,453.58,
2025-02-09,xgboost,0,,13,60,38.64912414550781,0.6441520690917969,neutral,112.87,0.0,112.87,112.8677,0.0,0.0,1467.28,1467.31,4362.33,0.03,
2025-02-10,xgboost,0,,16,60,32.34244155883789,0.5390406926472981,moderately_low,203.71,-0.04,195.56,203.7081,-8.15,-8.15,3259.33,3128.96,6324.89,-130.37,
2025-02-11,xgboost,0,,21,60,37.90800476074219,0.6318000793457031,neutral,110.37,0.0,110.37,110.3686,0.0,0.0,2317.74,2317.77,4183.91,0.03,
2025-02-12,xgboost,0,,21,60,33.78181838989258,0.5630303064982096,moderately_low,116.88,-0.04,112.2,116.8814,-4.68,-4.68,2454.51,2356.2,3790.32,-98.31,
2025-02-13,xgboost,0,,25,60,31.441450119018555,0.5240241686503092,moderately_low,159.02,-0.04,152.66,159.022,-6.36,-6.36,3975.55,3816.5,4799.85,-159.05,
2025-02-14,xgboost,0,,60,60,50.286842346191406,0.8381140391031902,high,162.14,0.08,175.11,162.1448,12.97,12.97,9728.69,10506.6,8805.73,777.91,
2025-02-15,xgboost,0,,54,60,51.184688568115234,0.8530781428019206,high,163.13,0.08,176.18,163.1296,13.05,13.05,8809.0,9513.72,9017.72,704.72,
2025-02-16,xgboost,0,,31,60,29.589067459106445,0.49315112431844077,low,144.06,-0.08,132.54,144.0619,-11.52,-11.52,4465.92,4108.74,3921.74,-357.18,
