business_date,pricing_model,is_flagged_quality_row,data_quality_flag_type,target_rooms_sold,property_total_rooms,forecast_rooms_sold,forecast_occupancy_rate,demand_band,pricing_reference_adr,pricing_adjustment_rate,recommended_adr,historical_adr_net,recommended_vs_reference_adr_delta,recommended_vs_historical_adr_delta,historical_room_revenue_net,simulated_revenue_at_actual_rooms,forecast_revenue_at_recommended_adr,simulated_revenue_delta_at_actual_rooms,data_quality_review_note
2025-11-26,xgboost,0,,42,60,35.23431396484375,0.5872385660807292,moderately_low,142.41,-0.04,136.71,142.4067,-5.7,-5.7,5981.08,5741.82,4816.88,-239.26,
2025-11-27,xgboost,0,,58,60,45.687538146972656,0.7614589691162109,moderately_high,148.0,0.04,153.92,148.0021,5.92,5.92,8584.12,8927.36,7032.23,343.24,
2025-11-28,xgboost,0,,59,60,57.91482162475586,0.9652470270792644,very_high,134.43,0.12,150.56,134.4264,16.13,16.13,7931.16,8883.04,8719.66,951.88,
2025-11-29,xgboost,0,,55,60,57.389671325683594,0.9564945220947265,very_high,134.85,0.12,151.03,134.8495,16.18,16.18,7416.72,8306.65,8667.56,889.93,
2025-11-30,xgboost,0,,28,60,30.20503807067871,0.5034173011779786,moderately_low,80.02,-0.04,76.82,80.0229,-3.2,-3.2,2240.64,2150.96,2320.35,-89.68,
2025-12-01,xgboost,0,,30,60,29.44622039794922,0.4907703399658203,low,72.27,-0.08,75.0,72.2717,2.73,2.73,2168.15,2250.0,2208.47,81.85,
2025-12-02,xgboost,0,,31,60,30.490802764892575,0.5081800460815429,moderately_low,75.14,-0.04,75.0,75.1413,-0.14,-0.14,2329.38,2325.0,2286.81,-4.38,
2025-12-03,xgboost,0,,28,60,34.68822479248047,0.5781370798746744,moderately_low,78.0,-0.04,75.0,78.0036,-3.0,-3.0,2184.1,2100.0,2601.62,-84.1,
2025-12-04,xgboost,0,,37,60,33.7274284362793,0.5621238072713216,moderately_low,89.15,-0.04,85.58,89.1519,-3.57,-3.57,3298.62,3166.46,2886.39,-132.16,
2025-12-05,xgboost,0,,50,60,56.78971481323242,0.946495246887207,very_high,132.09,0.12,147.94,132.0934,15.85,15.85,6604.67,7397.0,8401.47,792.33,
2025-12-06,xgboost,0,,60,60,60.0,1.0,very_high,160.63,0.12,179.91,160.6328,19.28,19.28,9637.97,10794.6,10794.6,1156.63,
2025-12-07,xgboost,0,,36,60,30.710195541381836,0.5118365923563639,moderately_low,150.83,-0.04,144.8,150.8289,-6.03,-6.03,5429.84,5212.8,4446.84,-217.04,
2025-12-08,xgboost,0,,26,60,36.31272888183594,0.605212148030599,neutral,97.41,0.0,97.41,97.4112,0.0,-0.0,2532.69,2532.66,3537.22,-0.03,
2025-12-09,xgboost,0,,40,60,31.665082931518555,0.5277513821919759,moderately_low,88.26,-0.04,84.73,88.258,-3.53,-3.53,3530.32,3389.2,2682.98,-141.12,
2025-12-10,xgboost,0,,21,60,39.60954666137695,0.6601591110229492,neutral,98.13,0.0,98.13,98.1276,0.0,0.0,2060.68,2060.73,3886.88,0.05,
2025-12-11,xgboost,0,,24,60,30.03845596313477,0.5006409327189129,moderately_low,91.45,-0.04,87.79,91.4454,-3.66,-3.66,2194.69,2106.96,2637.08,-87.73,
2025-12-12,xgboost,0,,50,60,45.587589263916016,0.7597931543986003,moderately_high,121.16,0.04,126.01,121.1636,4.85,4.85,6058.18,6300.5,5744.49,242.32,
2025-12-13,xgboost,0,,52,60,56.32771682739258,0.9387952804565429,very_high,126.06,0.12,141.19,126.0563,15.13,15.13,6554.93,7341.88,7952.91,786.95,
2025-12-14,xgboost,0,,24,60,30.943599700927734,0.5157266616821289,moderately_low,84.46,-0.04,81.08,84.4613,-3.38,-3.38,2027.07,1945.92,2508.91,-81.15,
2025-12-15,xgboost,0,,18,60,26.06917953491211,0.4344863255818685,low,88.97,-0.08,81.85,88.9683,-7.12,-7.12,1601.43,1473.3,2133.76,-128.13,
2025-12-16,xgboost,0,,23,60,27.704063415527344,0.46173439025878904,low,88.69,-0.08,81.59,88.6865,-7.1,-7.1,2039.79,1876.57,2260.37,-163.22,
2025-12-17,xgboost,0,,34,60,31.828842163085938,0.530480702718099,moderately_low,99.47,-0.04,95.49,99.4729,-3.98,-3.98,3382.08,3246.66,3039.34,-135.42,
2025-12-18,xgboost,0,,43,60,40.25011444091797,0.6708352406819661,neutral,114.29,0.0,114.29,114.2879,0.0,0.0,4914.38,4914.47,4600.19,0.09,
2025-12-19,xgboost,0,,49,60,48.54313659667969,0.8090522766113282,high,134.12,0.08,144.85,134.1237,10.73,10.73,6572.06,7097.65,7031.47,525.59,
2025-12-20,xgboost,0,,57,60,56.34633255004883,0.9391055425008138,very_high,127.99,0.12,143.35,127.9858,15.36,15.36,7295.19,8170.95,8077.25,875.76,
2025-12-21,xgboost,0,,35,60,33.90801239013672,0.565133539835612,moderately_low,99.37,-0.04,95.4,99.3683,-3.97,-3.97,3477.89,3339.0,3234.82,-138.89,
2025-12-22,xgboost,0,,28,60,33.38331604003906,0.5563886006673177,moderately_low,108.55,-0.04,104.21,108.5457,-4.34,-4.34,3039.28,2917.88,3478.88,-121.4,
2025-12-23,xgboost,0,,27,60,32.9375114440918,0.5489585240681966,moderately_low,109.67,-0.04,105.28,109.6678,-4.39,-4.39,2961.03,2842.56,3467.66,-118.47,
2025-12-24,xgboost,0,,40,60,39.018280029296875,0.650304667154948,neutral,110.0,0.0,110.0,109.9982,0.0,0.0,4399.93,4400.0,4292.01,0.07,
2025-12-25,xgboost,0,,31,60,43.654598236083984,0.7275766372680664,moderately_high,106.05,0.04,110.29,106.0458,4.24,4.24,3287.42,3418.99,4814.67,131.57,
2025-12-26,xgboost,0,,40,60,50.37145233154297,0.8395242055257162,high,137.65,0.08,148.66,137.6513,11.01,11.01,5506.05,5946.4,7488.22,440.35,
2025-12-27,xgboost,0,,44,60,58.64253616333008,0.977375602722168,very_high,146.16,0.12,163.7,146.1607,17.54,17.54,6431.07,7202.8,9599.78,771.73,
2025-12-28,xgboost,0,,30,60,34.25820541381836,0.570970090230306,moderately_low,111.95,-0.04,107.47,111.9517,-4.48,-4.48,3358.55,3224.1,3681.73,-134.45,
2025-12-29,xgboost,0,,28,60,37.24212646484375,0.6207021077473959,neutral,112.99,0.0,112.99,112.9929,0.0,-0.0,3163.8,3163.72,4207.99,-0.08,
2025-12-30,xgboost,0,,36,60,38.56644821166992,0.6427741368611654,neutral,149.0,0.0,149.0,149.0019,0.0,-0.0,5364.07,5364.0,5746.4,-0.07,
2025-12-31,xgboost,0,,55,60,39.94056701660156,0.6656761169433594,neutral,187.26,0.0,187.26,187.2595,0.0,0.0,10299.27,10299.3,7479.27,0.03,
